"striker","innings","Runs","BallsFaced","StrikeRate","Average","Fours","Sixes","NotOuts","Hundreds","Fifties","HighScore"
"AW Finch",37,355,1199,29.6080066722269,15.4347826086957,43,2,14,0,0,33
"AW Gale",63,1929,3755,51.3715046604527,32.6949152542373,259,1,4,4,6,164
"AW Gorvin",13,131,378,34.6560846560847,11.9090909090909,9,1,2,0,0,47
"AW Mathieson",13,140,317,44.1640378548896,23.3333333333333,22,4,7,0,0,27
"AW McKenzie",28,366,714,51.2605042016807,14.64,45,6,3,0,1,53
"AWR Barrow",15,205,497,41.2474849094567,15.7692307692308,28,0,2,0,0,29
"AY Patel",98,1361,2850,47.7543859649123,16.202380952381,181,11,14,0,3,52
"AZ Lees",204,7670,15467,49.589448503265,40.1570680628272,931,36,13,20,37,195
"Aamer Jamal",3,67,123,54.4715447154472,22.3333333333333,7,0,0,0,0,40
"Aaron Beard",27,265,580,45.6896551724138,18.9285714285714,32,2,13,0,0,41
"Abdul Jabbar",2,53,70,75.7142857142857,26.5,8,0,0,0,0,49
"Abdul Rehman (2)",2,25,77,32.4675324675325,12.5,4,0,0,0,0,23
"Abdur Rehman",13,153,254,60.2362204724409,17,22,2,4,0,1,55
"Adeel Malik",6,48,70,68.5714285714286,8,6,1,0,0,0,25
"Adnan Mufti",2,120,203,59.1133004926108,60,15,0,0,1,0,110
"Afsar Zazai",4,169,273,61.9047619047619,84.5,16,4,2,1,0,103
"Ahmed Raza",7,32,99,32.3232323232323,5.33333333333333,3,0,1,0,0,14
"Aizaz Khan",6,43,132,32.5757575757576,8.6,4,1,1,0,0,16
"Amjad Ali",4,43,137,31.3868613138686,10.75,6,0,0,0,0,16
"Amjad Javed",2,107,151,70.8609271523179,53.5,10,2,0,1,0,100
"Aniket Parikh",1,0,2,0,NA,0,0,1,0,0,0
"Anshuman Rath",6,288,393,73.2824427480916,72,25,4,2,0,3,98
"Anuj Dal",77,2150,4226,50.8755324183625,34.1269841269841,227,7,14,5,9,146
"Arafat Bhuiyan",7,44,60,73.3333333333333,14.6666666666667,7,1,4,0,0,22
"Arshad Ali",2,13,39,33.3333333333333,6.5,2,0,0,0,0,13
"Arshdeep Singh",9,51,47,108.510638297872,10.2,5,3,4,0,0,12
"Asghar Stanikzai",7,515,844,61.0189573459716,85.8333333333333,45,16,1,3,1,145
"Ashar Zaidi",24,684,1098,62.2950819672131,29.7391304347826,99,5,1,1,3,106
"Asif Iqbal (1)",2,11,43,25.5813953488372,5.5,0,0,0,0,0,8
"Azeem Rafiq",14,256,399,64.1604010025063,21.3333333333333,35,1,2,0,2,74
"Azhar Ali",75,2178,4643,46.9093258668964,30.25,275,6,3,4,11,225
"Azharullah",66,460,1014,45.3648915187377,12.7777777777778,67,4,30,0,1,58
"B Cachopa",43,1458,2867,50.8545517963028,42.8823529411765,202,10,9,3,7,135
"B Doggett",33,189,469,40.2985074626866,7.875,22,0,9,0,0,49
"B Muzarabani",7,29,82,35.3658536585366,7.25,4,0,3,0,0,15
"B Nikitaras",24,517,1264,40.9018987341772,21.5416666666667,54,8,0,0,2,56
"B Popli",107,4138,8601,48.1106848040925,40.970297029703,521,18,6,8,27,172
"B Sai Sudharsan",3,116,206,56.3106796116505,38.6666666666667,11,0,0,0,1,73
"B Stanlake",11,12,86,13.953488372093,1.71428571428571,2,0,4,0,0,8
"B Swanepoel",3,67,107,62.6168224299065,22.3333333333333,10,0,0,0,1,54
"B Zuiderent",4,74,129,57.3643410852713,18.5,11,0,0,0,0,41
"BA Carse",55,1251,2259,55.3784860557769,29.7857142857143,148,20,13,1,5,108
"BA Godleman",175,5701,11033,51.6722559593945,34.3433734939759,710,19,9,16,25,227
"BA Hutton",120,1774,4249,41.7510002353495,16.8952380952381,214,4,15,0,6,84
