"bowler","start_date","batting_team","bowling_team","innings","Overs","Maidens","Runs","Wickets","Economy","DotBalls","event","season","match_id","venue","city","team1","team2","toss_winner","toss_decision","player_of_match","winner","winner_wickets","winner_runs"
"MC Henriques",2023-07-16,"Texas Super Kings","Washington Freedom",2,"1.0",0,5,1,5,2,"Major League Cricket",2023,1381365,"Grand Prairie Stadium","Dallas","Washington Freedom","Texas Super Kings","Washington Freedom","bat","MW Short","Washington Freedom",NA,"6"
"DL Piedt",2023-07-22,"San Francisco Unicorns","Washington Freedom",2,"2.0",0,6,1,3,6,"Major League Cricket",2023,1381371,"Church Street Park, Morrisville","Morrisville","Washington Freedom","San Francisco Unicorns","San Francisco Unicorns","field","SN Netravalkar","Washington Freedom",NA,"30"
"MC Henriques",2023-07-14,"Seattle Orcas","Washington Freedom",2,"2.0",0,8,1,4,5,"Major League Cricket",2023,1381363,"Grand Prairie Stadium","Dallas","Washington Freedom","Seattle Orcas","Seattle Orcas","field","Imad Wasim","Seattle Orcas","5",NA
"AJ Hosein",2023-07-23,"MI New York","Washington Freedom",2,"2.0",0,9,1,4.5,6,"Major League Cricket",2023,1381373,"Church Street Park, Morrisville","Morrisville","Washington Freedom","MI New York","MI New York","field","N Pooran","MI New York","8",NA
"DJ Bravo",2023-07-13,"Los Angeles Knight Riders","Texas Super Kings",2,"2.0",0,10,1,5,5,"Major League Cricket",2023,1381361,"Grand Prairie Stadium","Grand Prairie","Texas Super Kings","Los Angeles Knight Riders","Los Angeles Knight Riders","field","DA Miller","Texas Super Kings",NA,"69"
"J Theron",2023-07-28,"MI New York","Texas Super Kings",2,"2.0",0,12,1,6,7,"Major League Cricket",2023,1381378,"Grand Prairie Stadium","Dallas","Texas Super Kings","MI New York","MI New York","field","TA Boult","MI New York","6",NA
"M Jansen",2023-07-27,"MI New York","Washington Freedom",1,"4.0",0,12,1,3,16,"Major League Cricket",2023,1381376,"Grand Prairie Stadium","Dallas","MI New York","Washington Freedom","Washington Freedom","field","D Brevis","MI New York",NA,"16"
"AJ Hosein",2023-07-22,"San Francisco Unicorns","Washington Freedom",2,"3.0",0,14,1,4.66666666666667,9,"Major League Cricket",2023,1381371,"Church Street Park, Morrisville","Morrisville","Washington Freedom","San Francisco Unicorns","San Francisco Unicorns","field","SN Netravalkar","Washington Freedom",NA,"30"
"DL Piedt",2023-07-23,"MI New York","Washington Freedom",2,"2.0",0,14,1,7,5,"Major League Cricket",2023,1381373,"Church Street Park, Morrisville","Morrisville","Washington Freedom","MI New York","MI New York","field","N Pooran","MI New York","8",NA
"Ehsan Adil",2024-07-06,"Washington Freedom","MI New York",2,"2.0",1,14,1,7,8,"Major League Cricket",2024,1432728,"Church Street Park, Morrisville","Morrisville","MI New York","Washington Freedom","Washington Freedom","field","SN Netravalkar","Washington Freedom",NA,"4"
"Imad Wasim",2023-07-30,"MI New York","Seattle Orcas",2,"2.0",0,14,1,7,8,"Major League Cricket",2023,1381379,"Grand Prairie Stadium","Dallas","Seattle Orcas","MI New York","MI New York","field","N Pooran","MI New York","7",NA
"Harmeet Singh",2023-07-15,"San Francisco Unicorns","Seattle Orcas",2,"4.0",0,15,1,3.75,13,"Major League Cricket",2023,1381364,"Grand Prairie Stadium","Dallas","Seattle Orcas","San Francisco Unicorns","Seattle Orcas","bat","H Klaasen","Seattle Orcas",NA,"35"
"MJ Santner",2023-07-21,"Seattle Orcas","Texas Super Kings",2,"3.0",0,15,1,5,8,"Major League Cricket",2023,1381370,"Church Street Park, Morrisville","Morrisville","Texas Super Kings","Seattle Orcas","Seattle Orcas","field","WD Parnell","Seattle Orcas","8",NA
"Zia-ul-Haq",2023-07-17,"MI New York","Texas Super Kings",2,"3.0",0,15,1,5,9,"Major League Cricket",2023,1381367,"Grand Prairie Stadium","Dallas","Texas Super Kings","MI New York","Texas Super Kings","bat","DP Conway","Texas Super Kings",NA,"17"
"Ehsan Adil",2024-07-05,"Seattle Orcas","MI New York",1,"4.0",0,16,1,4,15,"Major League Cricket",2024,1432726,"Church Street Park, Morrisville","Morrisville","Seattle Orcas","MI New York","MI New York","field","N Pooran","MI New York","6",NA
"Harmeet Singh",2023-07-27,"Texas Super Kings","Seattle Orcas",1,"4.0",0,16,1,4,11,"Major League Cricket",2023,1381377,"Grand Prairie Stadium","Dallas","Texas Super Kings","Seattle Orcas","Texas Super Kings","bat","Q de Kock","Seattle Orcas","9",NA
"GJ Maxwell",2024-07-06,"MI New York","Washington Freedom",1,"3.0",0,17,1,5.66666666666667,7,"Major League Cricket",2024,1432728,"Church Street Park, Morrisville","Morrisville","MI New York","Washington Freedom","Washington Freedom","field","SN Netravalkar","Washington Freedom",NA,"4"
"KA Pollard",2023-07-17,"Texas Super Kings","MI New York",1,"3.0",0,17,1,5.66666666666667,5,"Major League Cricket",2023,1381367,"Grand Prairie Stadium","Dallas","Texas Super Kings","MI New York","Texas Super Kings","bat","DP Conway","Texas Super Kings",NA,"17"
"SN Netravalkar",2023-07-16,"Texas Super Kings","Washington Freedom",2,"3.0",0,17,1,5.66666666666667,7,"Major League Cricket",2023,1381365,"Grand Prairie Stadium","Dallas","Washington Freedom","Texas Super Kings","Washington Freedom","bat","MW Short","Washington Freedom",NA,"6"
"Zaman Khan",2024-07-05,"MI New York","Seattle Orcas",2,"3.2",0,17,1,5.1,10,"Major League Cricket",2024,1432726,"Church Street Park, Morrisville","Morrisville","Seattle Orcas","MI New York","MI New York","field","N Pooran","MI New York","6",NA
