"match_id","balls_per_over","team1","team2","gender","season","date","event","match_number","venue","city","toss_winner","toss_decision","player_of_match","umpire1","umpire2","reserve_umpire","tv_umpire","match_referee","winner","winner_runs","winner_wickets","outcome","method","eliminator"
994671,6,"Jamaica Tallawahs","St Kitts and Nevis Patriots","male","2016",2016-07-02,"Caribbean Premier League",4,"Warner Park, Basseterre","St Kitts","St Kitts and Nevis Patriots","field","KOK Williams","LS Reifer","JD Ward","WL Mitchum","CM Tuckett","D Govindjee","Jamaica Tallawahs",5,NA,NA,NA,NA
1025987,6,"Trinbago Knight Riders","Guyana Amazon Warriors","male","2016",2016-07-02,"Caribbean Premier League",5,"Queen's Park Oval, Port of Spain","Trinidad","Guyana Amazon Warriors","field","C Munro","JD Cloete","PA Gustard","Danesh Ramdhanie","Zahid Bassarath","Denavon Hayles","Guyana Amazon Warriors",NA,6,NA,NA,NA
994673,6,"St Kitts and Nevis Patriots","St Lucia Zouks","male","2016",2016-07-03,"Caribbean Premier League",6,"Warner Park, Basseterre","St Kitts","St Lucia Zouks","field","E Lewis","JD Ward","PJ Nero","CM Tuckett","LS Reifer","D Govindjee","St Kitts and Nevis Patriots",58,NA,NA,NA,NA
1025989,6,"Trinbago Knight Riders","Jamaica Tallawahs","male","2016",2016-07-04,"Caribbean Premier League",7,"Queen's Park Oval, Port of Spain","Trinidad","Jamaica Tallawahs","field","CH Gayle","PA Gustard","Zahid Bassarath","K Kowlessar","JD Cloete","Denavon Hayles","Jamaica Tallawahs",NA,7,NA,NA,NA
1018873,6,"Trinbago Knight Riders","Guyana Amazon Warriors","male","2016",2016-07-10,"Caribbean Premier League",11,"Providence Stadium","Guyana","Guyana Amazon Warriors","field","HM Amla","LS Reifer","PJ Nero","S Crawford","JD Ward","D Govindjee","Trinbago Knight Riders",7,NA,NA,NA,NA
1019643,6,"Jamaica Tallawahs","Barbados Tridents","male","2016",2016-07-11,"Caribbean Premier League",12,"Kensington Oval, Bridgetown","Barbados","Barbados Tridents","field",NA,"JD Cloete","Zahid Bassarath","Jonathan Blades","PA Gustard","Denavon Hayles",NA,NA,NA,"no result",NA,NA
1019645,6,"Barbados Tridents","St Kitts and Nevis Patriots","male","2016",2016-07-13,"Caribbean Premier League",14,"Kensington Oval, Bridgetown","Barbados","St Kitts and Nevis Patriots","field","AB de Villiers","JD Cloete","PA Gustard","Jonathan Blades","Zahid Bassarath","Denavon Hayles","Barbados Tridents",25,NA,NA,NA,NA
1019769,6,"Guyana Amazon Warriors","Jamaica Tallawahs","male","2016",2016-07-15,"Caribbean Premier League",15,"Sabina Park, Kingston","Jamaica","Jamaica Tallawahs","field","Shakib Al Hasan","LS Reifer","JD Ward","Verdayne Smith","PJ Nero","D Govindjee","Jamaica Tallawahs",NA,5,NA,NA,NA
1019647,6,"Barbados Tridents","Trinbago Knight Riders","male","2016",2016-07-16,"Caribbean Premier League",16,"Kensington Oval, Bridgetown","Barbados","Trinbago Knight Riders","field","C Munro","PA Gustard","Zahid Bassarath","Jonathan Blades","JD Cloete","Denavon Hayles","Trinbago Knight Riders",NA,7,NA,NA,NA
1019771,6,"Jamaica Tallawahs","St Kitts and Nevis Patriots","male","2016",2016-07-16,"Caribbean Premier League",17,"Sabina Park, Kingston","Jamaica","St Kitts and Nevis Patriots","field","KC Sangakkara","LS Reifer","PJ Nero","CO Wright","JD Ward","D Govindjee","Jamaica Tallawahs",108,NA,NA,NA,NA
1019649,6,"Barbados Tridents","St Lucia Zouks","male","2016",2016-07-17,"Caribbean Premier League",18,"Kensington Oval, Bridgetown","Barbados","St Lucia Zouks","field","N Pooran","JD Cloete","Zahid Bassarath","Jonathan Blades","PA Gustard","Denavon Hayles","Barbados Tridents",25,NA,NA,NA,NA
1019773,6,"Jamaica Tallawahs","Trinbago Knight Riders","male","2016",2016-07-18,"Caribbean Premier League",19,"Sabina Park, Kingston","Jamaica","Trinbago Knight Riders","field","AD Russell","JD Ward","PJ Nero","Verdayne Smith","LS Reifer","D Govindjee","Jamaica Tallawahs",19,NA,NA,NA,NA
1019775,6,"Jamaica Tallawahs","Barbados Tridents","male","2016",2016-07-20,"Caribbean Premier League",20,"Sabina Park, Kingston","Jamaica","Barbados Tridents","field","CAK Walton","LS Reifer","JD Ward","CO Wright","PJ Nero","D Govindjee","Jamaica Tallawahs",36,NA,NA,"D/L",NA
1011497,6,"St Lucia Zouks","St Kitts and Nevis Patriots","male","2016",2016-07-21,"Caribbean Premier League",21,"Daren Sammy National Cricket Stadium, Gros Islet","St Lucia","St Kitts and Nevis Patriots","field","DJG Sammy","JD Cloete","PA Gustard",NA,"Zahid Bassarath","Denavon Hayles","St Lucia Zouks",35,NA,NA,NA,NA
1011501,6,"Guyana Amazon Warriors","St Lucia Zouks","male","2016",2016-07-24,"Caribbean Premier League",23,"Daren Sammy National Cricket Stadium, Gros Islet","St Lucia","St Lucia Zouks","field","J Charles","JD Cloete","Zahid Bassarath",NA,"PA Gustard","Denavon Hayles","St Lucia Zouks",NA,9,NA,NA,NA
1011503,6,"St Lucia Zouks","Trinbago Knight Riders","male","2016",2016-07-26,"Caribbean Premier League",24,"Daren Sammy National Cricket Stadium, Gros Islet","St Lucia","Trinbago Knight Riders","field","Umar Akmal","JD Cloete","PA Gustard",NA,"Zahid Bassarath","Denavon Hayles","Trinbago Knight Riders",NA,3,NA,NA,NA
994677,6,"Barbados Tridents","Guyana Amazon Warriors","male","2016",2016-07-28,"Caribbean Premier League",25,"Central Broward Regional Park Stadium Turf Ground","Lauderhill","Guyana Amazon Warriors","field","DR Smith","LS Reifer","PJ Nero","Jermaine Lindo","JD Ward","D Govindjee","Guyana Amazon Warriors",NA,6,NA,NA,NA
994679,6,"St Kitts and Nevis Patriots","Trinbago Knight Riders","male","2016",2016-07-29,"Caribbean Premier League",26,"Central Broward Regional Park Stadium Turf Ground","Lauderhill","Trinbago Knight Riders","field","E Lewis","PA Gustard","Zahid Bassarath","H Grewal","JD Cloete","Denavon Hayles","St Kitts and Nevis Patriots",34,NA,NA,NA,NA
994681,6,"St Lucia Zouks","Jamaica Tallawahs","male","2016",2016-07-30,"Caribbean Premier League",27,"Central Broward Regional Park Stadium Turf Ground","Lauderhill","Jamaica Tallawahs","field","ADS Fletcher","JD Ward","PJ Nero","Jermaine Lindo","LS Reifer","D Govindjee","St Lucia Zouks",63,NA,NA,NA,NA
994683,6,"Barbados Tridents","Guyana Amazon Warriors","male","2016",2016-07-30,"Caribbean Premier League",28,"Central Broward Regional Park Stadium Turf Ground","Lauderhill","Barbados Tridents","bat","JN Mohammed","JD Cloete","Zahid Bassarath","H Grewal","PA Gustard","Denavon Hayles","Guyana Amazon Warriors",NA,6,NA,NA,NA
994685,6,"St Kitts and Nevis Patriots","Trinbago Knight Riders","male","2016",2016-07-31,"Caribbean Premier League",29,"Central Broward Regional Park Stadium Turf Ground","Lauderhill","St Kitts and Nevis Patriots","bat","DJ Bravo","LS Reifer","JD Ward","Jermaine Lindo","PJ Nero","Denavon Hayles","Trinbago Knight Riders",NA,8,NA,NA,NA
994687,6,"St Lucia Zouks","Jamaica Tallawahs","male","2016",2016-07-31,"Caribbean Premier League",30,"Central Broward Regional Park Stadium Turf Ground","Lauderhill","Jamaica Tallawahs","field","SR Watson","JD Cloete","PA Gustard","H Grewal","Zahid Bassarath","D Govindjee","St Lucia Zouks",17,NA,NA,NA,NA
1025665,6,"Guyana Amazon Warriors","Jamaica Tallawahs","male","2016",2016-08-03,"Caribbean Premier League",NA,"Warner Park, Basseterre",NA,"Guyana Amazon Warriors","field","Sohail Tanvir","JD Ward","LS Reifer",NA,NA,NA,"Guyana Amazon Warriors",NA,4,NA,NA,NA
1025667,6,"St Lucia Zouks","Trinbago Knight Riders","male","2016",2016-08-04,"Caribbean Premier League",NA,"Warner Park, Basseterre","St Kitts","Trinbago Knight Riders","field","BB McCullum","JD Cloete","JD Ward","WL Mitchum","LS Reifer","D Govindjee","Trinbago Knight Riders",NA,5,NA,NA,NA
1025669,6,"Jamaica Tallawahs","Trinbago Knight Riders","male","2016",2016-08-05,"Caribbean Premier League",NA,"Warner Park, Basseterre","St Kitts","Trinbago Knight Riders","field","AD Russell","JD Cloete","LS Reifer","WL Mitchum","JD Ward","D Govindjee","Jamaica Tallawahs",19,NA,NA,"D/L",NA
1025671,6,"Guyana Amazon Warriors","Jamaica Tallawahs","male","2016",2016-08-07,"Caribbean Premier League",NA,"Warner Park, Basseterre","St Kitts","Jamaica Tallawahs","field","Imad Wasim","LS Reifer","JD Ward","WL Mitchum","JD Cloete","D Govindjee","Jamaica Tallawahs",NA,9,NA,NA,NA
1094672,6,"St Lucia Stars","Trinbago Knight Riders","male","2017",2017-08-04,"Caribbean Premier League",1,"Daren Sammy National Cricket Stadium, Gros Islet","St Lucia","Trinbago Knight Riders","field","Shadab Khan","L Rusere","GO Brathwaite","Myron James","N Duguid","Denavon Hayles","Trinbago Knight Riders",NA,9,NA,NA,NA
1094673,6,"Guyana Amazon Warriors","St Kitts and Nevis Patriots","male","2017",2017-08-05,"Caribbean Premier League",2,"Central Broward Regional Park Stadium Turf Ground","Lauderhill","St Kitts and Nevis Patriots","field","Hasan Ali","LS Reifer","Zahid Bassarath","SN Bandekar","JD Cloete","D Govindjee","St Kitts and Nevis Patriots",NA,4,NA,NA,NA
1094674,6,"Barbados Tridents","Jamaica Tallawahs","male","2017",2017-08-05,"Caribbean Premier League",3,"Central Broward Regional Park Stadium Turf Ground","Lauderhill","Barbados Tridents","bat","AJ Hosein","JD Cloete","SN Bandekar","Zahid Bassarath","LS Reifer","D Govindjee","Barbados Tridents",12,NA,NA,NA,NA
1094675,6,"St Kitts and Nevis Patriots","Guyana Amazon Warriors","male","2017",2017-08-06,"Caribbean Premier League",4,"Central Broward Regional Park Stadium Turf Ground","Lauderhill","Guyana Amazon Warriors","field","CH Gayle","LS Reifer","Zahid Bassarath","Emmerson Carrington","JD Cloete","D Govindjee","St Kitts and Nevis Patriots",4,NA,NA,NA,NA
1094676,6,"Jamaica Tallawahs","Barbados Tridents","male","2017",2017-08-06,"Caribbean Premier League",5,"Central Broward Regional Park Stadium Turf Ground","Lauderhill","Jamaica Tallawahs","bat","AM McCarthy","JD Cloete","Emmerson Carrington","Zahid Bassarath","LS Reifer","D Govindjee","Jamaica Tallawahs",12,NA,NA,NA,NA
1094677,6,"St Lucia Stars","Trinbago Knight Riders","male","2017",2017-08-07,"Caribbean Premier League",6,"Queen's Park Oval, Port of Spain","Trinidad","Trinbago Knight Riders","field","Shadab Khan","N Duguid","GO Brathwaite","K Kowlessar","L Rusere","Denavon Hayles","Trinbago Knight Riders",NA,4,NA,NA,NA
1094678,6,"Trinbago Knight Riders","Jamaica Tallawahs","male","2017",2017-08-09,"Caribbean Premier League",7,"Queen's Park Oval, Port of Spain","Trinidad","Jamaica Tallawahs","field","KOK Williams","N Duguid","L Rusere","Danesh Ramdhanie","GO Brathwaite","Denavon Hayles","Jamaica Tallawahs",NA,4,NA,NA,NA
1094679,6,"Barbados Tridents","St Lucia Stars","male","2017",2017-08-10,"Caribbean Premier League",8,"Daren Sammy National Cricket Stadium, Gros Islet","St Lucia","Barbados Tridents","bat","KA Pollard","LS Reifer","Zahid Bassarath","Myron James","JD Cloete","D Govindjee","Barbados Tridents",21,NA,NA,"D/L",NA
1094680,6,"Guyana Amazon Warriors","Trinbago Knight Riders","male","2017",2017-08-11,"Caribbean Premier League",9,"Queen's Park Oval, Port of Spain","Trinidad","Trinbago Knight Riders","field","C Munro","L Rusere","GO Brathwaite","K Kowlessar","N Duguid","Denavon Hayles","Trinbago Knight Riders",NA,7,NA,NA,NA
1094681,6,"St Kitts and Nevis Patriots","St Lucia Stars","male","2017",2017-08-12,"Caribbean Premier League",10,"Daren Sammy National Cricket Stadium, Gros Islet","St Lucia","St Lucia Stars","field","E Lewis","JD Cloete","Zahid Bassarath","Myron James","LS Reifer","D Govindjee","St Kitts and Nevis Patriots",33,NA,NA,NA,NA
1094682,6,"Barbados Tridents","Trinbago Knight Riders","male","2017",2017-08-12,"Caribbean Premier League",11,"Queen's Park Oval, Port of Spain","Trinidad","Trinbago Knight Riders","field","SP Narine","N Duguid","GO Brathwaite","Danesh Ramdhanie","L Rusere","Denavon Hayles","Trinbago Knight Riders",NA,2,NA,NA,NA
1094683,6,"St Lucia Stars","Guyana Amazon Warriors","male","2017",2017-08-13,"Caribbean Premier League",12,"Daren Sammy National Cricket Stadium, Gros Islet","St Lucia","St Lucia Stars","bat","Rashid Khan","JD Cloete","LS Reifer","GO Brathwaite","Zahid Bassarath","D Govindjee","Guyana Amazon Warriors",NA,6,NA,NA,NA
1094684,6,"St Kitts and Nevis Patriots","Trinbago Knight Riders","male","2017",2017-08-14,"Caribbean Premier League",13,"Queen's Park Oval, Port of Spain","Trinidad","Trinbago Knight Riders","field","D Ramdin","N Duguid","L Rusere","K Kowlessar","GO Brathwaite","Denavon Hayles","Trinbago Knight Riders",NA,4,NA,NA,NA
1094685,6,"St Lucia Stars","Jamaica Tallawahs","male","2017",2017-08-15,"Caribbean Premier League",14,"Daren Sammy National Cricket Stadium, Gros Islet","St Lucia","St Lucia Stars","bat","AM McCarthy","LS Reifer","Zahid Bassarath","Myron James","JD Cloete","D Govindjee","Jamaica Tallawahs",NA,5,NA,NA,NA
1094686,6,"Jamaica Tallawahs","Guyana Amazon Warriors","male","2017",2017-08-17,"Caribbean Premier League",15,"Providence Stadium","Guyana","Guyana Amazon Warriors","field","KOK Williams","L Rusere","GO Brathwaite","Imran Moakan","N Duguid","Denavon Hayles","Jamaica Tallawahs",2,NA,NA,NA,NA
1094687,6,"Barbados Tridents","St Kitts and Nevis Patriots","male","2017",2017-08-18,"Caribbean Premier League",16,"Warner Park, Basseterre","St Kitts","St Kitts and Nevis Patriots","field","KA Pollard","JD Cloete","Zahid Bassarath","CM Tuckett","LS Reifer","D Govindjee","St Kitts and Nevis Patriots",17,NA,NA,"D/L",NA
1094688,6,"Guyana Amazon Warriors","Trinbago Knight Riders","male","2017",2017-08-19,"Caribbean Premier League",17,"Providence Stadium","Guyana","Trinbago Knight Riders","field","BB McCullum","N Duguid","GO Brathwaite","Imran Moakan","L Rusere","Denavon Hayles","Trinbago Knight Riders",NA,7,NA,NA,NA
1094689,6,"St Lucia Stars","St Kitts and Nevis Patriots","male","2017",2017-08-19,"Caribbean Premier League",18,"Warner Park, Basseterre","St Kitts","St Kitts and Nevis Patriots","field",NA,"JD Cloete","LS Reifer","CM Tuckett","Zahid Bassarath","D Govindjee",NA,NA,NA,"no result",NA,NA
1094690,6,"Barbados Tridents","Guyana Amazon Warriors","male","2017",2017-08-20,"Caribbean Premier League",19,"Providence Stadium","Guyana","Guyana Amazon Warriors","field","CAK Walton","N Duguid","L Rusere","Imran Moakan","GO Brathwaite","Denavon Hayles","Guyana Amazon Warriors",NA,4,NA,NA,NA
1094691,6,"St Kitts and Nevis Patriots","Jamaica Tallawahs","male","2017",2017-08-21,"Caribbean Premier League",20,"Warner Park, Basseterre","St Kitts","Jamaica Tallawahs","field","E Lewis","LS Reifer","Zahid Bassarath","CM Tuckett","JD Cloete","D Govindjee","St Kitts and Nevis Patriots",37,NA,NA,NA,NA
1094692,6,"St Lucia Stars","Guyana Amazon Warriors","male","2017",2017-08-22,"Caribbean Premier League",21,"Providence Stadium","Guyana","Guyana Amazon Warriors","field","Sohail Tanvir","L Rusere","GO Brathwaite","Imran Moakan","N Duguid","Denavon Hayles","Guyana Amazon Warriors",NA,7,NA,NA,NA
1094693,6,"St Kitts and Nevis Patriots","Trinbago Knight Riders","male","2017",2017-08-23,"Caribbean Premier League",22,"Warner Park, Basseterre","St Kitts","Trinbago Knight Riders","field","DM Bravo","JD Cloete","Zahid Bassarath","CM Tuckett","LS Reifer","D Govindjee","Trinbago Knight Riders",NA,8,NA,"D/L",NA
1094694,6,"St Lucia Stars","Jamaica Tallawahs","male","2017",2017-08-25,"Caribbean Premier League",23,"Sabina Park, Kingston","Jamaica","Jamaica Tallawahs","field","KC Sangakkara","N Duguid","GO Brathwaite","Verdayne Smith","L Rusere","Denavon Hayles","Jamaica Tallawahs",NA,6,NA,NA,NA
1094695,6,"Trinbago Knight Riders","Jamaica Tallawahs","male","2017",2017-08-26,"Caribbean Premier League",24,"Sabina Park, Kingston","Jamaica","Jamaica Tallawahs","field","BB McCullum","N Duguid","L Rusere","Verdayne Smith","GO Brathwaite","Denavon Hayles","Trinbago Knight Riders",36,NA,NA,NA,NA
1094696,6,"Guyana Amazon Warriors","Barbados Tridents","male","2017",2017-08-29,"Caribbean Premier League",25,"Kensington Oval, Bridgetown","Barbados","Barbados Tridents","field","Sohail Tanvir","JD Cloete","LS Reifer","Jonathan Blades","Zahid Bassarath","D Govindjee","Guyana Amazon Warriors",99,NA,NA,NA,NA
1094697,6,"Jamaica Tallawahs","St Kitts and Nevis Patriots","male","2017",2017-08-30,"Caribbean Premier League",26,"Sabina Park, Kingston","Jamaica","St Kitts and Nevis Patriots","field","O Thomas","L Rusere","GO Brathwaite","CO Wright","N Duguid","Denavon Hayles","Jamaica Tallawahs",41,NA,NA,NA,NA
1094698,6,"Barbados Tridents","St Lucia Stars","male","2017",2017-08-31,"Caribbean Premier League",27,"Kensington Oval, Bridgetown","Barbados","Barbados Tridents","bat","DR Smith","LS Reifer","Zahid Bassarath","Jonathan Blades","JD Cloete","D Govindjee","Barbados Tridents",29,NA,NA,NA,NA
1094699,6,"Jamaica Tallawahs","Guyana Amazon Warriors","male","2017",2017-09-01,"Caribbean Premier League",28,"Sabina Park, Kingston","Jamaica","Jamaica Tallawahs","bat","CAK Walton","N Duguid","GO Brathwaite","CO Wright","L Rusere","Denavon Hayles","Guyana Amazon Warriors",NA,9,NA,NA,NA
1094700,6,"Barbados Tridents","Trinbago Knight Riders","male","2017",2017-09-02,"Caribbean Premier League",29,"Kensington Oval, Bridgetown","Barbados","Trinbago Knight Riders","field","WD Parnell","JD Cloete","Zahid Bassarath","Jonathan Blades","LS Reifer","D Govindjee","Barbados Tridents",16,NA,NA,NA,NA
1094701,6,"Barbados Tridents","St Kitts and Nevis Patriots","male","2017",2017-09-03,"Caribbean Premier League",30,"Kensington Oval, Bridgetown","Barbados","St Kitts and Nevis Patriots","field","E Lewis","JD Cloete","LS Reifer","Jonathan Blades","Zahid Bassarath","D Govindjee","St Kitts and Nevis Patriots",NA,10,NA,NA,NA
1094702,6,"St Kitts and Nevis Patriots","Trinbago Knight Riders","male","2017",2017-09-05,"Caribbean Premier League",NA,"Brian Lara Stadium, Tarouba","Trinidad","Trinbago Knight Riders","field","CH Gayle","JD Cloete","L Rusere","Danesh Ramdhanie","GO Brathwaite","D Govindjee","St Kitts and Nevis Patriots",38,NA,NA,NA,NA
1094703,6,"Jamaica Tallawahs","Guyana Amazon Warriors","male","2017",2017-09-06,"Caribbean Premier League",NA,"Brian Lara Stadium, Tarouba","Trinidad","Guyana Amazon Warriors","field","L Ronchi","JD Cloete","GO Brathwaite","K Kowlessar","L Rusere","D Govindjee","Guyana Amazon Warriors",NA,5,NA,NA,NA
1094704,6,"Guyana Amazon Warriors","Trinbago Knight Riders","male","2017",2017-09-07,"Caribbean Premier League",NA,"Brian Lara Stadium, Tarouba","Trinidad","Trinbago Knight Riders","field","C Munro","L Rusere","GO Brathwaite","Danesh Ramdhanie","JD Cloete","D Govindjee","Trinbago Knight Riders",NA,6,NA,NA,NA
1094705,6,"St Kitts and Nevis Patriots","Trinbago Knight Riders","male","2017",2017-09-09,"Caribbean Premier League",NA,"Brian Lara Stadium, Tarouba","Trinidad","Trinbago Knight Riders","field","KK Cooper","L Rusere","GO Brathwaite","K Kowlessar","JD Cloete","D Govindjee","Trinbago Knight Riders",NA,3,NA,NA,NA
1148647,6,"Trinbago Knight Riders","St Lucia Stars","male","2018",2018-08-08,"Caribbean Premier League",1,"Queen's Park Oval, Port of Spain","Trinidad","St Lucia Stars","field","C Munro","LS Reifer","JS Wilson","Zahid Bassarath","S George","D Govindjee","Trinbago Knight Riders",100,NA,NA,NA,NA
1148648,6,"St Kitts and Nevis Patriots","Guyana Amazon Warriors","male","2018",2018-08-09,"Caribbean Premier League",2,"Providence Stadium","Guyana","Guyana Amazon Warriors","field","SO Hetmyer","N Duguid","GO Brathwaite","Imran Moakan","L Rusere","Denavon Hayles","Guyana Amazon Warriors",NA,6,NA,NA,NA
1148649,6,"Trinbago Knight Riders","Jamaica Tallawahs","male","2018",2018-08-10,"Caribbean Premier League",3,"Queen's Park Oval, Port of Spain","Trinidad","Jamaica Tallawahs","field","AD Russell","LS Reifer","S George","Danesh Ramdhanie","JS Wilson","D Govindjee","Jamaica Tallawahs",NA,4,NA,NA,NA
1148650,6,"Guyana Amazon Warriors","St Lucia Stars","male","2018",2018-08-11,"Caribbean Premier League",4,"Providence Stadium","Guyana","St Lucia Stars","field","RR Emrit","N Duguid","L Rusere","Imran Moakan","GO Brathwaite","Denavon Hayles","Guyana Amazon Warriors",3,NA,NA,NA,NA
1148651,6,"St Kitts and Nevis Patriots","Trinbago Knight Riders","male","2018",2018-08-11,"Caribbean Premier League",5,"Queen's Park Oval, Port of Spain","Trinidad","Trinbago Knight Riders","field","DC Thomas","JS Wilson","S George","Zahid Bassarath","LS Reifer","D Govindjee","St Kitts and Nevis Patriots",42,NA,NA,NA,NA
1148652,6,"Barbados Tridents","Guyana Amazon Warriors","male","2018",2018-08-12,"Caribbean Premier League",6,"Providence Stadium","Guyana","Guyana Amazon Warriors","field","RA Reifer","L Rusere","GO Brathwaite","Imran Moakan","N Duguid","Denavon Hayles","Barbados Tridents",30,NA,NA,NA,NA
1148653,6,"St Lucia Stars","Jamaica Tallawahs","male","2018",2018-08-14,"Caribbean Premier League",7,"Sabina Park, Kingston","Jamaica","St Lucia Stars","bat","A Zampa","LS Reifer","JS Wilson","PA Gustard","S George","D Govindjee","Jamaica Tallawahs",NA,6,NA,NA,NA
1148654,6,"Jamaica Tallawahs","St Kitts and Nevis Patriots","male","2018",2018-08-15,"Caribbean Premier League",8,"Sabina Park, Kingston","Jamaica","St Kitts and Nevis Patriots","field","K Lewis","LS Reifer","S George","PA Gustard","JS Wilson","D Govindjee","Jamaica Tallawahs",47,NA,NA,NA,NA
1148655,6,"St Lucia Stars","Trinbago Knight Riders","male","2018",2018-08-16,"Caribbean Premier League",9,"Daren Sammy National Cricket Stadium, Gros Islet","St Lucia","Trinbago Knight Riders","field","DM Bravo","N Duguid","GO Brathwaite","Myron James","L Rusere","Denavon Hayles","Trinbago Knight Riders",NA,5,NA,NA,NA
1148656,6,"St Lucia Stars","Barbados Tridents","male","2018",2018-08-17,"Caribbean Premier League",10,"Daren Sammy National Cricket Stadium, Gros Islet","St Lucia","Barbados Tridents","field","KA Pollard","N Duguid","L Rusere","Myron James","GO Brathwaite","Denavon Hayles","St Lucia Stars",38,NA,NA,NA,NA
1148657,6,"Guyana Amazon Warriors","Jamaica Tallawahs","male","2018",2018-08-18,"Caribbean Premier League",11,"Central Broward Regional Park Stadium Turf Ground","Lauderhill","Guyana Amazon Warriors","bat","SO Hetmyer","Jermaine Lindo","S George","James Wilson","LS Reifer","D Govindjee","Guyana Amazon Warriors",71,NA,NA,NA,NA
1148658,6,"Jamaica Tallawahs","Trinbago Knight Riders","male","2018",2018-08-19,"Caribbean Premier League",12,"Central Broward Regional Park Stadium Turf Ground","Lauderhill","Trinbago Knight Riders","field","K Pierre","JS Wilson","SN Bandekar","LS Reifer","S George","D Govindjee","Trinbago Knight Riders",NA,4,NA,NA,NA
1148659,6,"St Lucia Stars","St Kitts and Nevis Patriots","male","2018",2018-08-21,"Caribbean Premier League",13,"Daren Sammy National Cricket Stadium, Gros Islet","St Lucia","St Kitts and Nevis Patriots","field","SS Cottrell","L Rusere","GO Brathwaite","Myron James","N Duguid","Denavon Hayles","St Kitts and Nevis Patriots",NA,7,NA,NA,NA
1148660,6,"Barbados Tridents","Jamaica Tallawahs","male","2018",2018-08-22,"Caribbean Premier League",14,"Central Broward Regional Park Stadium Turf Ground","Lauderhill","Jamaica Tallawahs","field","SPD Smith","LS Reifer","S George","Vijaya Mallela","JS Wilson","D Govindjee","Barbados Tridents",2,NA,NA,NA,NA
1148661,6,"Guyana Amazon Warriors","St Lucia Stars","male","2018",2018-08-24,"Caribbean Premier League",15,"Daren Sammy National Cricket Stadium, Gros Islet","St Lucia","St Lucia Stars","field","ADS Fletcher","N Duguid","GO Brathwaite","Myron James","L Rusere","Denavon Hayles","St Lucia Stars",NA,6,NA,NA,NA
1148662,6,"Barbados Tridents","St Kitts and Nevis Patriots","male","2018",2018-08-25,"Caribbean Premier League",16,"Kensington Oval, Bridgetown","Barbados","St Kitts and Nevis Patriots","field","Mohammad Irfan","PA Gustard","S George","Jonathan Blades","LS Reifer","D Govindjee","St Kitts and Nevis Patriots",NA,6,NA,NA,NA
1148663,6,"Jamaica Tallawahs","St Lucia Stars","male","2018",2018-08-25,"Caribbean Premier League",17,"Daren Sammy National Cricket Stadium, Gros Islet","St Lucia","Jamaica Tallawahs","bat","R Powell","N Duguid","L Rusere","Myron James","GO Brathwaite","Denavon Hayles","Jamaica Tallawahs",21,NA,NA,NA,NA
1148664,6,"Barbados Tridents","Trinbago Knight Riders","male","2018",2018-08-26,"Caribbean Premier League",18,"Kensington Oval, Bridgetown","Barbados","Barbados Tridents","bat","BB McCullum","LS Reifer","PA Gustard",NA,"S George","D Govindjee","Trinbago Knight Riders",NA,4,NA,NA,NA
1148665,6,"St Kitts and Nevis Patriots","Guyana Amazon Warriors","male","2018",2018-08-28,"Caribbean Premier League",19,"Warner Park, Basseterre","St Kitts","Guyana Amazon Warriors","field","Sohail Tanvir","L Rusere","GO Brathwaite","CM Tuckett","N Duguid","Denavon Hayles","Guyana Amazon Warriors",NA,4,NA,NA,NA
1148666,6,"Barbados Tridents","Jamaica Tallawahs","male","2018",2018-08-29,"Caribbean Premier League",20,"Kensington Oval, Bridgetown","Barbados","Jamaica Tallawahs","field","J Charles","LS Reifer","S George","Jonathan Blades","PA Gustard","D Govindjee","Jamaica Tallawahs",NA,5,NA,NA,NA
1148668,6,"Barbados Tridents","Guyana Amazon Warriors","male","2018",2018-08-31,"Caribbean Premier League",22,"Kensington Oval, Bridgetown","Barbados","Guyana Amazon Warriors","field","L Ronchi","PA Gustard","S George","Jonathan Blades","LS Reifer","D Govindjee","Guyana Amazon Warriors",NA,8,NA,NA,NA
1148669,6,"Trinbago Knight Riders","St Kitts and Nevis Patriots","male","2018",2018-09-01,"Caribbean Premier League",23,"Warner Park, Basseterre","St Kitts","St Kitts and Nevis Patriots","field","C Munro","N Duguid","L Rusere","CM Tuckett","GO Brathwaite","Denavon Hayles","Trinbago Knight Riders",46,NA,NA,NA,NA
1148670,6,"Barbados Tridents","St Lucia Stars","male","2018",2018-09-02,"Caribbean Premier League",24,"Kensington Oval, Bridgetown","Barbados","St Lucia Stars","field","C Lamont","LS Reifer","PA Gustard","Jonathan Blades","S George","D Govindjee","St Lucia Stars",NA,6,NA,NA,NA
1148671,6,"Jamaica Tallawahs","St Kitts and Nevis Patriots","male","2018",2018-09-02,"Caribbean Premier League",25,"Warner Park, Basseterre","St Kitts","St Kitts and Nevis Patriots","field","HE van der Dussen","L Rusere","GO Brathwaite","CM Tuckett","N Duguid","Denavon Hayles","St Kitts and Nevis Patriots",NA,7,NA,"D/L",NA
1148672,6,"Barbados Tridents","St Kitts and Nevis Patriots","male","2018",2018-09-04,"Caribbean Premier League",26,"Warner Park, Basseterre","St Kitts","St Kitts and Nevis Patriots","field","FA Allen","N Duguid","GO Brathwaite","CM Tuckett","L Rusere","Denavon Hayles","St Kitts and Nevis Patriots",NA,2,NA,NA,NA
