"match_id","balls_per_over","team1","team2","gender","season","date","event","match_number","venue","city","toss_winner","toss_decision","player_of_match","umpire1","umpire2","reserve_umpire","match_referee","winner","winner_wickets","winner_runs","method","tv_umpire","outcome"
1142220,6,"United Arab Emirates","Kuwait","male","2018",2018-04-26,"ICC World Twenty20 Asia Region Qualifier A","13","Tack-Tec Ground","Kuwait City","Kuwait","field","Rohan Mustafa","BB Pradhan","Shivani Mishra","Rahat Ali Chaudhry","GF Labrooy","United Arab Emirates",NA,86,NA,NA,NA
1142221,6,"Bahrain","Qatar","male","2018",2018-04-26,"ICC World Twenty20 Asia Region Qualifier A","14","Sulabiya Ground","Kuwait City","Qatar","field","Zaheer Ibrahim","Imran Mustafa","Iftikhar Ali","Vinod Babu","GF Labrooy","Qatar",5,NA,NA,NA,NA
1142222,6,"Saudi Arabia","Maldives","male","2018",2018-04-26,"ICC World Twenty20 Asia Region Qualifier A","15","Sulabiya Ground","Kuwait City","Saudi Arabia","bat","Mohammad Afzal","BB Pradhan","Imran Mustafa","Iftikhar Ali","GF Labrooy","Saudi Arabia",NA,35,NA,NA,NA
1142223,6,"Kuwait","Saudi Arabia","male","2018",2018-04-27,"ICC World Twenty20 Asia Region Qualifier A",NA,"Tack-Tec Ground","Kuwait City","Kuwait","bat","A Makesh","BB Pradhan","Iftikhar Ali","Shivani Mishra","GF Labrooy","Kuwait",NA,5,NA,NA,NA
1142224,6,"Qatar","United Arab Emirates","male","2018",2018-04-27,"ICC World Twenty20 Asia Region Qualifier A",NA,"Tack-Tec Ground","Kuwait City","Qatar","bat","Ghulam Shabber","Rahat Ali Chaudhry","Imran Mustafa","Vinod Babu","GF Labrooy","United Arab Emirates",9,NA,NA,NA,NA
1151243,6,"Uganda","Kenya","male","2018",2018-07-07,"ICC World Twenty20 Africa Region Qualifier B","1","Gahanga International Cricket Stadium. Rwanda",NA,"Kenya","field","DM Gondaria","A Louw","S George","C Thorburn","D Govindjee","Kenya",4,NA,NA,NA,NA
1151244,6,"Tanzania","Rwanda","male","2018",2018-07-07,"ICC World Twenty20 Africa Region Qualifier B","2","Gahanga International Cricket Stadium. Rwanda",NA,"Tanzania","bat","AR Patwa","IO Oyieko","C Thorburn","A Louw","D Govindjee","Tanzania",NA,76,NA,NA,NA
1151246,6,"Kenya","Rwanda","male","2018",2018-07-08,"ICC World Twenty20 Africa Region Qualifier B","4","Gahanga International Cricket Stadium. Rwanda",NA,"Kenya","bat","CO Obuya","S George","C Thorburn","IO Oyieko","D Govindjee","Kenya",NA,123,NA,NA,NA
1151247,6,"Tanzania","Kenya","male","2018",2018-07-10,"ICC World Twenty20 Africa Region Qualifier B","5","Gahanga International Cricket Stadium. Rwanda",NA,"Tanzania","bat","RR Patel","C Thorburn","A Louw","IO Oyieko","D Govindjee","Kenya",7,NA,NA,NA,NA
1151248,6,"Uganda","Rwanda","male","2018",2018-07-10,"ICC World Twenty20 Africa Region Qualifier B","6","Gahanga International Cricket Stadium. Rwanda",NA,"Rwanda","field","Mohammed Irfan (2)","IO Oyieko","S George","A Louw","D Govindjee","Uganda",NA,170,NA,NA,NA
1151249,6,"Uganda","Tanzania","male","2018",2018-07-11,"ICC World Twenty20 Africa Region Qualifier B","7","Gahanga International Cricket Stadium. Rwanda",NA,"Uganda","bat","ZR Jaboneke","AW Louw","S George","C Thorburn","D Govindjee","Tanzania",6,NA,NA,NA,NA
1151250,6,"Rwanda","Kenya","male","2018",2018-07-11,"ICC World Twenty20 Africa Region Qualifier B","8","Gahanga International Cricket Stadium. Rwanda",NA,"Rwanda","bat","P Kerai","IO Oyieko","C Thorburn","S George","D Govindjee","Kenya",5,NA,NA,NA,NA
1151251,6,"Kenya","Tanzania","male","2018",2018-07-13,"ICC World Twenty20 Africa Region Qualifier B","9","Gahanga International Cricket Stadium. Rwanda",NA,"Kenya","bat","AA Obanda","C Thorburn","S George","IO Oyieko","D Govindjee","Kenya",NA,56,NA,NA,NA
1151252,6,"Uganda","Rwanda","male","2018",2018-07-13,"ICC World Twenty20 Africa Region Qualifier B","10","Gahanga International Cricket Stadium. Rwanda",NA,"Uganda","bat","Riazat Ali Shah","IO Oyieko","A Louw","C Thorburn","D Govindjee","Uganda",NA,94,NA,NA,NA
1151253,6,"Tanzania","Rwanda","male","2018",2018-07-14,"ICC World Twenty20 Africa Region Qualifier B","11","Gahanga International Cricket Stadium. Rwanda",NA,"Tanzania","bat","JC Darji","S George","IO Oyieko","C Thorburn","D Govindjee","Tanzania",NA,80,NA,NA,NA
1151254,6,"Kenya","Uganda","male","2018",2018-07-14,"ICC World Twenty20 Africa Region Qualifier B","12","Gahanga International Cricket Stadium. Rwanda",NA,"Uganda","field","DM Nakrani","A Louw","C Thorburn","IO Oyieko","D Govindjee","Uganda",7,NA,NA,NA,NA
1155272,6,"Fiji","Vanuatu","male","2018",2018-08-25,"ICC World Twenty20 East Asia-Pacific Region Qualifier A","1","Albert Park 1","Suva","Fiji","field","M Beitaki","Hitesh Sharma","A Kapa",NA,NA,"Fiji",3,NA,NA,NA,NA
1155273,6,"Papua New Guinea","Samoa","male","2018",2018-08-25,"ICC World Twenty20 East Asia-Pacific Region Qualifier A","2","Albert Park 2","Suva","Papua New Guinea","bat","TP Ura","Kim Cotton","Mervyn McGoon",NA,"SR Bernard","Papua New Guinea",NA,80,NA,NA,NA
1155274,6,"Fiji","Papua New Guinea","male","2018",2018-08-25,"ICC World Twenty20 East Asia-Pacific Region Qualifier A","3","Albert Park 1","Suva","Fiji","field","A Vala","Bri Olewale","Kim Cotton",NA,NA,"Papua New Guinea",NA,75,NA,NA,NA
1155275,6,"Samoa","Vanuatu","male","2018",2018-08-25,"ICC World Twenty20 East Asia-Pacific Region Qualifier A","4","Albert Park 2","Suva","Vanuatu","field","BF Mailata","A Kapa","Mervyn McGoon",NA,"SR Bernard","Samoa",NA,17,NA,NA,NA
1155276,6,"Fiji","Samoa","male","2018",2018-08-26,"ICC World Twenty20 East Asia-Pacific Region Qualifier A","5","Albert Park 1","Suva","Samoa","field","AJ Michael","Hitesh Sharma","Bri Olewale",NA,NA,"Fiji",NA,9,NA,NA,NA
1155277,6,"Papua New Guinea","Vanuatu","male","2018",2018-08-26,"ICC World Twenty20 East Asia-Pacific Region Qualifier A","6","Albert Park 2","Suva","Vanuatu","field","A Vala","A Kapa","Kim Cotton",NA,"SR Bernard","Papua New Guinea",NA,81,NA,NA,NA
1155279,6,"Vanuatu","Fiji","male","2018",2018-08-28,"ICC World Twenty20 East Asia-Pacific Region Qualifier A","8","Albert Park 2","Suva","Fiji","field","J Rasu","Hitesh Sharma","Kim Cotton",NA,"SR Bernard","Vanuatu",NA,37,NA,NA,NA
1155280,6,"Samoa","Vanuatu","male","2018",2018-08-28,"ICC World Twenty20 East Asia-Pacific Region Qualifier A","9","Albert Park 1","Suva","Samoa","bat","PK Matautaava","A Kapa","Mervyn McGoon",NA,NA,"Vanuatu",9,NA,NA,NA,NA
1155281,6,"Fiji","Papua New Guinea","male","2018",2018-08-28,"ICC World Twenty20 East Asia-Pacific Region Qualifier A","10","Albert Park 2","Suva","Fiji","bat","CJA Amini","Hitesh Sharma","Bri Olewale",NA,"SR Bernard","Papua New Guinea",8,NA,NA,NA,NA
1155282,6,"Papua New Guinea","Vanuatu","male","2018",2018-08-29,"ICC World Twenty20 East Asia-Pacific Region Qualifier A","11","Albert Park 1","Suva","Vanuatu","bat","A Vala","Hitesh Sharma","Mervyn McGoon",NA,NA,"Papua New Guinea",2,NA,NA,NA,NA
1155283,6,"Fiji","Samoa","male","2018",2018-08-29,"ICC World Twenty20 East Asia-Pacific Region Qualifier A","12","Albert Park 2","Suva","Samoa","field","DP Michael","A Kapa","Kim Cotton",NA,"SR Bernard","Samoa",9,NA,NA,NA,NA
1155304,6,"Germany","Cyprus","male","2018",2018-08-29,"ICC World Twenty20 Europe Region Qualifier A","2","Sportpark Maarschalkerweerd","Utrecht","Cyprus","field","A Sarma","K Pedersen","RJ Veillard","Adriaan van den Dries",NA,"Germany",NA,46,"D/L",NA,NA
1155306,6,"Germany","Denmark","male","2018",2018-08-29,"ICC World Twenty20 Europe Region Qualifier A","4","Sportpark Maarschalkerweerd","Utrecht","Germany","bat","HAM Shah","Adriaan van den Dries","RJ Veillard","K Pedersen",NA,"Denmark",NA,8,"D/L",NA,NA
1156650,6,"Italy","Spain","male","2018",2018-08-29,"ICC World Twenty20 Europe Region Qualifier B","1","Sportpark Westvliet","The Hague","Spain","field","NA Maiolo","Rizwan Akram","Suthan Selvachandran","AJT Dowdalls",NA,"Italy",NA,32,NA,NA,NA
1156651,6,"Isle of Man","Belgium","male","2018",2018-08-29,"ICC World Twenty20 Europe Region Qualifier B","2","VRA Ground","Amstelveen","Isle of Man","bat","Ashiqullah Said","J Jensen","Rafi Ahmed","HE Kearns",NA,"Belgium",3,NA,NA,NA,NA
1156653,6,"Isle of Man","Finland","male","2018",2018-08-29,"ICC World Twenty20 Europe Region Qualifier B","4","VRA Ground, Amstelveen","Amstelveen","Finland","field","N Knights","J Jensen","HE Kearns","Rafi Ahmed",NA,"Isle of Man",NA,14,"D/L",NA,NA
1156665,6,"Gibraltar","Guernsey","male","2018",2018-08-29,"ICC World Twenty20 Europe Region Qualifier C","1","Hazelaarweg","Rotterdam","Guernsey","field","LJ Barker","Surendiran Shanmugam","R Hassan","MV Waldron",NA,"Guernsey",10,NA,NA,NA,NA
1156668,6,"Norway","Sweden","male","2018",2018-08-29,"ICC World Twenty20 Europe Region Qualifier C","4","Sportpark Thurlede","Schiedam","Norway","bat",NA,"Philip Thompson","AM Baird","S Welch",NA,NA,NA,NA,NA,NA,"no result"
1155308,6,"France","Portugal","male","2018",2018-08-30,"ICC World Twenty20 Europe Region Qualifier A","6","Sportpark Maarschalkerweerd","Utrecht","Portugal","field","Tariq Aziz","K Pedersen","RJ Veillard","S Redfern",NA,"France",NA,2,NA,NA,NA
1155310,6,"Germany","France","male","2018",2018-08-30,"ICC World Twenty20 Europe Region Qualifier A","8","Sportpark Maarschalkerweerd","Utrecht","France","field",NA,"K Pedersen","S Redfern","RJ Veillard",NA,"Germany",NA,120,NA,NA,NA
1156655,6,"Spain","Jersey","male","2018",2018-08-30,"ICC World Twenty20 Europe Region Qualifier B","6","VRA Ground","Amstelveen","Spain","bat","B Ward","S Welch","Rizwan Akram","AM Baird",NA,"Jersey",10,NA,NA,NA,NA
1156656,6,"Italy","Finland","male","2018",2018-08-30,"ICC World Twenty20 Europe Region Qualifier B","7","Sportpark Westvliet","The Hague","Italy","bat","MGSM Fernando","Surendiran Shanmugam","Rafi Ahmed",NA,NA,"Italy",NA,56,NA,NA,NA
1156657,6,"Jersey","Isle of Man","male","2018",2018-08-30,"ICC World Twenty20 Europe Region Qualifier B","8","VRA Ground","Amstelveen","Jersey","bat",NA,"S Welch","AM Baird","Rizwan Akram",NA,"Jersey",NA,54,NA,NA,NA
1156670,6,"Israel","Guernsey","male","2018",2018-08-30,"ICC World Twenty20 Europe Region Qualifier C","6","Sportpark Thurlede","Schiedam","Guernsey","field","ACF Stokes","Philip Thompson","HE Kearns","R Hassan",NA,"Guernsey",7,NA,NA,NA,NA
1156672,6,"Sweden","Israel","male","2018",2018-08-30,"ICC World Twenty20 Europe Region Qualifier C","8","Sportpark Thurlede","Schiedam","Israel","field","Azam Mohammad","HE Kearns","R Hassan","Philip Thompson",NA,"Sweden",NA,40,NA,NA,NA
1157844,6,"Jersey","Italy","male","2018",2018-08-31,"ICC World Twenty20 Europe Region Qualifier B","3","Sportpark Westvliet","The Hague","Italy","field","Jaspreet Singh","Rizwan Akram","AJT Dowdalls","Suthan Selvachandran",NA,"Italy",5,NA,NA,NA,NA
1157845,6,"Israel","Gibraltar","male","2018",2018-08-31,"ICC World Twenty20 Europe Region Qualifier C","3","Hazelaarweg","Rotterdam","Gibraltar","field","Emanuel Solomon","Surendiran Shanmugam","MV Waldron","R Hassan",NA,"Israel",NA,52,NA,NA,NA
1157847,6,"Norway","Sweden","male","2018",2018-08-31,"ICC World Twenty20 Europe Region Qualifier C","4","Sportpark Thurlede","Schiedam","Sweden","field","Hayatullah Niazi","Philip Thompson","AM Baird","S Welch",NA,"Norway",NA,56,NA,NA,NA
1155313,6,"Portugal","Denmark","male","2018",2018-09-01,"ICC World Twenty20 Europe Region Qualifier A","11","Sportpark Het Schootsveld","Deventer","Portugal","bat","SH Ahmad","S Redfern","RJ Veillard","Adriaan van den Dries",NA,"Denmark",7,NA,NA,NA,NA
1156659,6,"Belgium","Italy","male","2018",2018-09-01,"ICC World Twenty20 Europe Region Qualifier B","10","Sportpark Thurlede","Schiedam","Belgium","bat","NA Maiolo","Surendiran Shanmugam","AM Baird","AJT Dowdalls",NA,"Italy",6,NA,NA,NA,NA
1156660,6,"Finland","Spain","male","2018",2018-09-01,"ICC World Twenty20 Europe Region Qualifier B","11","Hazelaarweg","Rotterdam","Spain","field",NA,"R Hassan","Suthan Selvachandran","Philip Thompson",NA,"Finland",NA,28,NA,NA,NA
1156675,6,"Guernsey","Norway","male","2018",2018-09-01,"ICC World Twenty20 Europe Region Qualifier C","11","Sportpark Westvliet","The Hague","Guernsey","bat",NA,"HE Kearns","Rizwan Akram","MV Waldron",NA,"Norway",5,NA,NA,NA,NA
1156676,6,"Israel","Czech Republic","male","2018",2018-09-01,"ICC World Twenty20 Europe Region Qualifier C","12","VRA Ground","Amstelveen","Czech Republic","field",NA,"Rafi Ahmed","J Jensen","S Welch",NA,"Czech Republic",4,NA,NA,NA,NA
1155315,6,"Austria","Germany","male","2018",2018-09-02,"ICC World Twenty20 Europe Region Qualifier A","13","Sportpark Het Schootsveld","Deventer","Austria","bat","A Randhawa","Michael Foster","RJ Veillard","K Pedersen",NA,"Austria",NA,2,NA,NA,NA
1155316,6,"Denmark","France","male","2018",2018-09-02,"ICC World Twenty20 Europe Region Qualifier A","14","Sportpark Het Schootsveld 2","Deventer","Denmark","bat","Rizwan Mahmood","Naeem Ashraf","Adriaan van den Dries","S Redfern",NA,"Denmark",NA,73,NA,NA,NA
1155317,6,"Cyprus","Portugal","male","2018",2018-09-02,"ICC World Twenty20 Europe Region Qualifier A","15","Sportpark Het Schootsveld","Deventer","Cyprus","bat","P Buccimazza","Adriaan van den Dries","RJ Veillard","K Pedersen",NA,"Portugal",5,NA,NA,NA,NA
1156663,6,"Jersey","Finland","male","2018",2018-09-02,"ICC World Twenty20 Europe Region Qualifier B","14","Sportpark Thurlede","Schiedam","Jersey","bat","B Ward","MV Waldron","Rizwan Akram","J Jensen",NA,"Jersey",NA,64,NA,NA,NA
