"match_id","balls_per_over","team1","team2","gender","season","date","event","match_number","venue","city","toss_winner","toss_decision","player_of_match","umpire1","umpire2","reserve_umpire","tv_umpire","match_referee","winner","winner_wickets","method","winner_runs","outcome","eliminator"
1211659,6,"Peshawar Zalmi","Quetta Gladiators","male","2019/20",2020-03-05,"Pakistan Super League","18","Rawalpindi Cricket Stadium","Rawalpindi","Quetta Gladiators","field","Shoaib Malik","REJ Martinesz","Tariq Rasheed","Saqib Khan","Rashid Riaz","RS Mahanama","Peshawar Zalmi",NA,NA,30,NA,NA
1211660,6,"Karachi Kings","Multan Sultans","male","2019/20",2020-03-06,"Pakistan Super League","19","Gaddafi Stadium","Lahore","Karachi Kings","field",NA,"Shozab Raza","MA Gough","Nasir Hussain","Asif Yaqoob","Aziz-ur-Rehman",NA,NA,NA,NA,"no result",NA
1211661,6,"Islamabad United","Peshawar Zalmi","male","2019/20",2020-03-07,"Pakistan Super League","20","Rawalpindi Cricket Stadium","Rawalpindi","Peshawar Zalmi","field","Shadab Khan","Tariq Rasheed","Rashid Riaz","Saqib Khan","REJ Martinesz","RS Mahanama","Peshawar Zalmi",NA,"D/L",7,NA,NA
1211662,6,"Lahore Qalandars","Quetta Gladiators","male","2019/20",2020-03-07,"Pakistan Super League","21","Gaddafi Stadium","Lahore","Lahore Qalandars","field","SR Patel","Asif Yaqoob","MA Gough","Nasir Hussain","Shozab Raza","Aziz-ur-Rehman","Lahore Qalandars",8,NA,NA,NA,NA
1211663,6,"Islamabad United","Multan Sultans","male","2019/20",2020-03-08,"Pakistan Super League","22","Rawalpindi Cricket Stadium","Rawalpindi","Multan Sultans","field","JM Vince","REJ Martinesz","Tariq Rasheed","Saqib Khan","Rashid Riaz","RS Mahanama","Multan Sultans",9,NA,NA,NA,NA
1211664,6,"Lahore Qalandars","Karachi Kings","male","2019/20",2020-03-08,"Pakistan Super League","23","Gaddafi Stadium","Lahore","Lahore Qalandars","field","BR Dunk","Shozab Raza","MA Gough","Nasir Hussain","Asif Yaqoob","Mohammed Anees","Lahore Qalandars",8,NA,NA,NA,NA
1211665,6,"Lahore Qalandars","Peshawar Zalmi","male","2019/20",2020-03-10,"Pakistan Super League","24","Gaddafi Stadium","Lahore","Lahore Qalandars","field","Fakhar Zaman","MA Gough","Aleem Dar","Nasir Hussain","Asif Yaqoob",NA,"Lahore Qalandars",5,NA,NA,NA,NA
1211667,6,"Karachi Kings","Lahore Qalandars","male","2019/20",2020-03-12,"Pakistan Super League","26","National Stadium","Karachi","Karachi Kings","field","Sharjeel Khan","MA Gough","Ahsan Raza","Faisal Afridi","Rashid Riaz","RS Mahanama","Karachi Kings",10,NA,NA,NA,NA
1211668,6,"Multan Sultans","Peshawar Zalmi","male","2019/20",2020-03-13,"Pakistan Super League","27","National Stadium","Karachi","Peshawar Zalmi","field","Zeeshan Ashraf","MA Gough","Rashid Riaz","Faisal Afridi","Ahsan Raza","RS Mahanama","Multan Sultans",NA,NA,3,NA,NA
1211669,6,"Karachi Kings","Islamabad United","male","2019/20",2020-03-14,"Pakistan Super League","28","National Stadium","Karachi","Karachi Kings","field","Sharjeel Khan","MA Gough","Ahsan Raza","Faisal Afridi","Rashid Riaz","RS Mahanama","Karachi Kings",4,NA,NA,NA,NA
1211670,6,"Lahore Qalandars","Multan Sultans","male","2019/20",2020-03-15,"Pakistan Super League","29","Gaddafi Stadium","Lahore","Lahore Qalandars","field","CA Lynn","Shozab Raza","Aleem Dar","Nasir Hussain","Asif Yaqoob",NA,"Lahore Qalandars",9,NA,NA,NA,NA
1211671,6,"Karachi Kings","Quetta Gladiators","male","2019/20",2020-03-15,"Pakistan Super League","30","National Stadium","Karachi","Karachi Kings","bat","SR Watson","MA Gough","Rashid Riaz","Faisal Afridi","Ahsan Raza","RS Mahanama","Quetta Gladiators",5,NA,NA,NA,NA
1211672,6,"Multan Sultans","Karachi Kings","male","2020/21",2020-11-14,"Pakistan Super League",NA,"National Stadium, Karachi","Karachi","Karachi Kings","field","Babar Azam","MA Gough","Rashid Riaz","Nasir Hussain","Asif Yaqoob","Mohammed Anees",NA,NA,NA,NA,"tie","Karachi Kings"
1211673,6,"Peshawar Zalmi","Lahore Qalandars","male","2020/21",2020-11-14,"Pakistan Super League",NA,"National Stadium","Karachi","Lahore Qalandars","field","Mohammad Hafeez","Shozab Raza","Aleem Dar","Faisal Afridi","Ahsan Raza","Muhammad Javed","Lahore Qalandars",5,NA,NA,NA,NA
1211675,6,"Lahore Qalandars","Multan Sultans","male","2020/21",2020-11-15,"Pakistan Super League",NA,"National Stadium","Karachi","Multan Sultans","field","D Wiese","MA Gough","Aleem Dar","Asif Yaqoob","Shozab Raza","Mohammed Anees","Lahore Qalandars",NA,NA,25,NA,NA
1231146,6,"Lahore Qalandars","Karachi Kings","male","2020/21",2020-11-17,"Pakistan Super League",NA,"National Stadium","Karachi","Lahore Qalandars","bat","Babar Azam","MA Gough","Aleem Dar","Rashid Riaz","Ahsan Raza","Mohammed Anees","Karachi Kings",5,NA,NA,NA,NA
1247011,6,"Quetta Gladiators","Karachi Kings","male","2020/21",2021-02-20,"Pakistan Super League","1","National Stadium","Karachi","Karachi Kings","field","Arshad Iqbal","Ahsan Raza","Aleem Dar","Asif Yaqoob","Rashid Riaz","RS Mahanama","Karachi Kings",7,NA,NA,NA,NA
1247012,6,"Peshawar Zalmi","Lahore Qalandars","male","2020/21",2021-02-21,"Pakistan Super League","2","National Stadium","Karachi","Lahore Qalandars","field","Shaheen Shah Afridi","Rashid Riaz","Shozab Raza","Imran Javed","Zameer Haider","Iftikhar Ahmed (2)","Lahore Qalandars",4,NA,NA,NA,NA
1247013,6,"Multan Sultans","Islamabad United","male","2020/21",2021-02-21,"Pakistan Super League","3","National Stadium","Karachi","Islamabad United","field","L Gregory","Ahsan Raza","RK Illingworth","Asif Yaqoob","Aleem Dar","RS Mahanama","Islamabad United",3,NA,NA,NA,NA
1247014,6,"Quetta Gladiators","Lahore Qalandars","male","2020/21",2021-02-22,"Pakistan Super League","4","National Stadium","Karachi","Lahore Qalandars","field","Fakhar Zaman","Aleem Dar","Asif Yaqoob","Zameer Haider","Rashid Riaz","Ali Naqvi","Lahore Qalandars",9,NA,NA,NA,NA
1247015,6,"Multan Sultans","Peshawar Zalmi","male","2020/21",2021-02-23,"Pakistan Super League","5","National Stadium","Karachi","Peshawar Zalmi","field","T Kohler-Cadmore","Aleem Dar","RK Illingworth","Ahsan Raza","Asif Yaqoob","RS Mahanama","Peshawar Zalmi",6,NA,NA,NA,NA
1247016,6,"Karachi Kings","Islamabad United","male","2020/21",2021-02-24,"Pakistan Super League","6","National Stadium","Karachi","Islamabad United","field","AD Hales","Aleem Dar","Rashid Riaz","Imran Javed","RK Illingworth","Ali Naqvi","Islamabad United",5,NA,NA,NA,NA
1247017,6,"Lahore Qalandars","Multan Sultans","male","2020/21",2021-02-26,"Pakistan Super League","7","National Stadium","Karachi","Multan Sultans","field","Mohammad Rizwan","Ahsan Raza","Faisal Afridi","Zameer Haider","Shozab Raza","RS Mahanama","Multan Sultans",7,NA,NA,NA,NA
