"bowler","start_date","batting_team","bowling_team","innings","Overs","Maidens","Runs","Wickets","Economy","DotBalls","event","season","match_id","venue","city","team1","team2","toss_winner","toss_decision","player_of_match","winner","winner_wickets","winner_runs"
"BE Hendricks",2018-11-17,"Nelson Mandela Bay Giants","Jozi Stars",2,"4.0",1,13,2,3.25,19,"Mzansi Super League","2018/19",1162642,"New Wanderers Stadium, Johannesburg","Johannesburg","Jozi Stars","Nelson Mandela Bay Giants","Nelson Mandela Bay Giants","field","BM Duckett","Nelson Mandela Bay Giants","5",NA
"BMAJ Mendis",2018-11-21,"Durban Heat","Tshwane Spartans",2,"3.3",0,14,2,4,9,"Mzansi Super League","2018/19",1162646,"Kingsmead, Durban","Durban","Tshwane Spartans","Durban Heat","Durban Heat","field","KJ Abbott","Durban Heat",NA,"10"
"Imran Tahir",2019-12-08,"Paarl Rocks","Nelson Mandela Bay Giants",1,"4.0",0,14,2,3.5,12,"Mzansi Super League","2019/20",1201997,"Boland Park, Paarl","Paarl","Paarl Rocks","Nelson Mandela Bay Giants","Nelson Mandela Bay Giants","field","T Shamsi","Paarl Rocks",NA,"12"
"MP Siboto",2018-12-01,"Tshwane Spartans","Cape Town Blitz",2,"3.0",0,14,2,4.66666666666667,9,"Mzansi Super League","2018/19",1162657,"SuperSport Park, Centurion","Centurion","Cape Town Blitz","Tshwane Spartans","Tshwane Spartans","field","Q de Kock","Cape Town Blitz",NA,"60"
"SC Williams",2018-12-01,"Cape Town Blitz","Tshwane Spartans",1,"2.0",0,14,2,7,4,"Mzansi Super League","2018/19",1162657,"SuperSport Park, Centurion","Centurion","Cape Town Blitz","Tshwane Spartans","Tshwane Spartans","field","Q de Kock","Cape Town Blitz",NA,"60"
"SSB Magala",2018-12-12,"Paarl Rocks","Nelson Mandela Bay Giants",2,"3.0",0,15,2,5,10,"Mzansi Super League","2018/19",1162669,"Boland Park, Paarl","Paarl","Nelson Mandela Bay Giants","Paarl Rocks","Nelson Mandela Bay Giants","bat","CS Delport","Paarl Rocks","6",NA
"CJ Dala",2018-11-23,"Durban Heat","Nelson Mandela Bay Giants",1,"4.0",0,16,2,4,15,"Mzansi Super League","2018/19",1162648,"St George's Park, Port Elizabeth","Port Elizabeth","Durban Heat","Nelson Mandela Bay Giants","Nelson Mandela Bay Giants","field","CJ Dala","Nelson Mandela Bay Giants","9",NA
"KJ Abbott",2018-12-07,"Jozi Stars","Durban Heat",2,"4.0",0,17,2,4.25,14,"Mzansi Super League","2018/19",1162663,"Kingsmead, Durban","Durban","Durban Heat","Jozi Stars","Durban Heat","bat","DJ Vilas","Jozi Stars","1",NA
"O Nyaku",2019-11-20,"Cape Town Blitz","Nelson Mandela Bay Giants",1,"2.0",0,17,2,8.5,4,"Mzansi Super League","2019/20",1201980,"St George's Park, Port Elizabeth","Port Elizabeth","Cape Town Blitz","Nelson Mandela Bay Giants","Cape Town Blitz","bat","JT Smuts","Nelson Mandela Bay Giants","5",NA
"Z Pongolo",2018-12-04,"Cape Town Blitz","Jozi Stars",2,"2.4",0,17,2,6.375,4,"Mzansi Super League","2018/19",1162660,"Newlands, Cape Town","Cape Town","Jozi Stars","Cape Town Blitz","Jozi Stars","bat","RR Hendricks","Jozi Stars",NA,"50"
