"match_id","balls_per_over","team1","team2","gender","season","date","event","match_number","venue","city","toss_winner","toss_decision","player_of_match","umpire1","umpire2","reserve_umpire","tv_umpire","match_referee","winner","winner_wickets","winner_runs","outcome","method","eliminator"
249231,6,"Australia","New Zealand","male","2006/07",2007-02-04,"Commonwealth Bank Series","11","Melbourne Cricket Ground",NA,"New Zealand","bat","RT Ponting","Asad Rauf","SJ Davis","PR Reiffel","RL Parry","MJ Procter","Australia",5,NA,NA,NA,NA
250668,6,"South Africa","Pakistan","male","2006/07",2007-02-04,"Pakistan in South Africa ODI Series","1","SuperSport Park","Centurion","Pakistan","field","JH Kallis","RE Koertzen","PD Parker","JD Cloete","KH Hurter","BC Broad","South Africa",NA,164,NA,NA,NA
267387,6,"Bermuda","Netherlands","male","2006/07",2007-02-04,"ICC World Cricket League Division One","10","Ruaraka Sports Club Ground","Nairobi","Netherlands","field","RN ten Doeschate","Shahul Hameed","TH Wijewardene","AK Ghose",NA,"RS Mahanama","Netherlands",8,NA,NA,NA,NA
267389,6,"Kenya","Scotland","male","2006/07",2007-02-04,"ICC World Cricket League Division One","12","Gymkhana Club Ground","Nairobi","Scotland","bat","RM Haq","GAV Baxter","DB Hair","LK Bhudia",NA,"RS Mahanama","Scotland",NA,77,NA,NA,NA
267391,6,"Kenya","Canada","male","2006/07",2007-02-05,"ICC World Cricket League Division One","14","Jaffery Sports Club Ground","Nairobi","Kenya","bat","TM Odoyo","R Dill","TH Wijewardene","MA Khan",NA,"RS Mahanama","Kenya",NA,158,NA,NA,NA
249239,6,"England","New Zealand","male","2006/07",2007-02-06,"Commonwealth Bank Series","12","Brisbane Cricket Ground, Woolloongabba","Brisbane","England","bat","PD Collingwood","DJ Harper","IL Howell","BNJ Oxenford","RL Parry","MJ Procter","England",NA,14,NA,NA,NA
250669,6,"South Africa","Pakistan","male","2006/07",2007-02-07,"Pakistan in South Africa ODI Series","2","Kingsmead","Durban","Pakistan","bat","Younis Khan","SA Bucknor","BG Jerling","M Erasmus","RE Koertzen","BC Broad","Pakistan",NA,141,NA,NA,NA
267710,6,"India","Sri Lanka","male","2006/07",2007-02-08,"Sri Lanka in India ODI Series","1","Eden Gardens","Kolkata","India","field",NA,"SL Shastri","SJA Taufel","S Rao","GA Pratapkumar","AG Hurst",NA,NA,NA,"no result",NA,NA
249240,6,"Australia","England","male","2006/07",2007-02-09,"Commonwealth Bank Series","1","Melbourne Cricket Ground",NA,"Australia","bat","PD Collingwood","Asad Rauf","DJ Harper","JD Ward","RL Parry","MJ Procter","England",4,NA,NA,NA,NA
250670,6,"South Africa","Pakistan","male","2006/07",2007-02-09,"Pakistan in South Africa ODI Series","3","St George's Park","Port Elizabeth","Pakistan","bat",NA,"SA Bucknor","RE Koertzen","M Erasmus","BG Jerling","BC Broad",NA,NA,NA,"no result",NA,NA
249241,6,"Australia","England","male","2006/07",2007-02-11,"Commonwealth Bank Series","2","Sydney Cricket Ground",NA,"England","bat",NA,"SJ Davis","IL Howell","RD Goodger","DJ Harper","MJ Procter","England",NA,34,NA,"D/L",NA
250671,6,"South Africa","Pakistan","male","2006/07",2007-02-11,"Pakistan in South Africa ODI Series","4","Newlands","Cape Town","South Africa","field","SM Pollock","BG Jerling","RB Tiffin","MW Brown","M Erasmus","BC Broad","South Africa",10,NA,NA,NA,NA
267712,6,"India","Sri Lanka","male","2006/07",2007-02-11,"Sri Lanka in India ODI Series","2","Madhavrao Scindia Cricket Ground","Rajkot","India","field","KC Sangakkara","SL Shastri","SJA Taufel","SD Ranade","GA Pratapkumar","AG Hurst","Sri Lanka",NA,5,NA,NA,NA
250672,6,"South Africa","Pakistan","male","2006/07",2007-02-14,"Pakistan in South Africa ODI Series","5","New Wanderers Stadium","Johannesburg","Pakistan","bat","SM Pollock","RE Koertzen","RB Tiffin","ZTA Ndamane","KH Hurter","BC Broad","South Africa",9,NA,NA,NA,NA
267715,6,"India","Sri Lanka","male","2006/07",2007-02-14,"Sri Lanka in India ODI Series","3","Nehru Stadium, Fatorda","Margao","Sri Lanka","bat","Z Khan","AM Saheba","SJA Taufel","SK Tarapore","SL Shastri","AG Hurst","India",5,NA,NA,NA,NA
251494,6,"New Zealand","Australia","male","2006/07",2007-02-16,"Chappell-Hadlee Trophy","1","Westpac Stadium","Wellington","New Zealand","field","SE Bond","Aleem Dar","BF Bowden","EA Watkin","GAV Baxter","MJ Procter","New Zealand",10,NA,NA,NA,NA
267713,6,"India","Sri Lanka","male","2006/07",2007-02-17,"Sri Lanka in India ODI Series","4","Andhra Cricket Association-Visakhapatnam District Cricket Association Stadium","Visakhapatnam","India","field","LPC Silva","AM Saheba","SJA Taufel","TK Handu","SL Shastri","AG Hurst","India",7,NA,NA,NA,NA
251495,6,"New Zealand","Australia","male","2006/07",2007-02-18,"Chappell-Hadlee Trophy","2","Eden Park","Auckland","New Zealand","field","LRPL Taylor","Aleem Dar","AL Hill","BG Frost","BF Bowden","MJ Procter","New Zealand",5,NA,NA,NA,NA
251496,6,"New Zealand","Australia","male","2006/07",2007-02-20,"Chappell-Hadlee Trophy","3","Seddon Park","Hamilton","Australia","bat","ML Hayden","Aleem Dar","GAV Baxter","EA Watkin","AL Hill","MJ Procter","New Zealand",1,NA,NA,NA,NA
247457,6,"West Indies","Pakistan","male","2006/07",2007-03-13,"ICC World Cup","1","Sabina Park, Kingston","Jamaica","Pakistan","field","DR Smith","BF Bowden","SJA Taufel","IJ Gould","BG Jerling","BC Broad","West Indies",NA,54,NA,NA,NA
247458,6,"Australia","Scotland","male","2006/07",2007-03-14,"ICC World Cup","2","Warner Park, Basseterre","St Kitts","Scotland","field","RT Ponting","SA Bucknor","EAR de Silva","MR Benson","AL Hill","J Srinath","Australia",NA,203,NA,NA,NA
247460,6,"Bermuda","Sri Lanka","male","2006/07",2007-03-15,"ICC World Cup","4","Queen's Park Oval, Port of Spain","Trinidad","Sri Lanka","bat","DPMD Jayawardene","DJ Harper","IL Howell","SJ Davis","Aleem Dar","JJ Crowe","Sri Lanka",NA,243,NA,NA,NA
247461,6,"Ireland","Zimbabwe","male","2006/07",2007-03-15,"ICC World Cup","5","Sabina Park, Kingston","Jamaica","Zimbabwe","field","JP Bray","IJ Gould","BG Jerling","SJA Taufel","BF Bowden","RS Mahanama",NA,NA,NA,"tie",NA,NA
247462,6,"Netherlands","South Africa","male","2006/07",2007-03-16,"ICC World Cup","7","Warner Park, Basseterre","St Kitts","Netherlands","field","HH Gibbs","MR Benson","AL Hill","EAR de Silva","SA Bucknor","RS Madugalle","South Africa",NA,221,NA,NA,NA
247463,6,"England","New Zealand","male","2006/07",2007-03-16,"ICC World Cup","6","Beausejour Stadium, Gros Islet","St Lucia","New Zealand","field","SB Styris","Asad Rauf","RE Koertzen","BR Doctrove","PD Parker","MJ Procter","New Zealand",6,NA,NA,NA,NA
247464,6,"Bangladesh","India","male","2006/07",2007-03-17,"ICC World Cup","8","Queen's Park Oval, Port of Spain","Trinidad","India","bat","Mashrafe Mortaza","Aleem Dar","SJ Davis","DJ Harper","IL Howell","AG Hurst","Bangladesh",5,NA,NA,NA,NA
247465,6,"Ireland","Pakistan","male","2006/07",2007-03-17,"ICC World Cup","9","Sabina Park, Kingston","Jamaica","Ireland","field","NJ O'Brien","BF Bowden","BG Jerling","IJ Gould","SJA Taufel","BC Broad","Ireland",3,NA,NA,"D/L",NA
247466,6,"Australia","Netherlands","male","2006/07",2007-03-18,"ICC World Cup","10","Warner Park, Basseterre","St Kitts","Australia","bat","BJ Hodge","SA Bucknor","AL Hill","MR Benson","EAR de Silva","J Srinath","Australia",NA,229,NA,NA,NA
247467,6,"Canada","England","male","2006/07",2007-03-18,"ICC World Cup","11","Beausejour Stadium, Gros Islet","St Lucia","Canada","field","PD Collingwood","BR Doctrove","PD Parker","RE Koertzen","Asad Rauf","JJ Crowe","England",NA,51,NA,NA,NA
247468,6,"Bermuda","India","male","2006/07",2007-03-19,"ICC World Cup","12","Queen's Park Oval, Port of Spain","Trinidad","Bermuda","field","V Sehwag","Aleem Dar","IL Howell","SJ Davis","DJ Harper","AG Hurst","India",NA,257,NA,NA,NA
247469,6,"West Indies","Zimbabwe","male","2006/07",2007-03-19,"ICC World Cup","13","Sabina Park, Kingston","Jamaica","West Indies","field","SC Williams","IJ Gould","SJA Taufel","BG Jerling","BF Bowden","RS Mahanama","West Indies",6,NA,NA,NA,NA
247470,6,"Scotland","South Africa","male","2006/07",2007-03-20,"ICC World Cup","15","Warner Park, Basseterre","St Kitts","South Africa","field","GC Smith","MR Benson","EAR de Silva","AL Hill","SA Bucknor","RS Madugalle","South Africa",7,NA,NA,NA,NA
247471,6,"Kenya","New Zealand","male","2006/07",2007-03-20,"ICC World Cup","14","Beausejour Stadium, Gros Islet","St Lucia","Kenya","field","LRPL Taylor","BR Doctrove","RE Koertzen","Asad Rauf","PD Parker","MJ Procter","New Zealand",NA,148,NA,NA,NA
247472,6,"Bangladesh","Sri Lanka","male","2006/07",2007-03-21,"ICC World Cup","16","Queen's Park Oval, Port of Spain","Trinidad","Bangladesh","field","ST Jayasuriya","SJ Davis","DJ Harper","Aleem Dar","IL Howell","JJ Crowe","Sri Lanka",NA,198,NA,"D/L",NA
247473,6,"Pakistan","Zimbabwe","male","2006/07",2007-03-21,"ICC World Cup","17","Sabina Park, Kingston","Jamaica","Zimbabwe","field","Imran Nazir","BG Jerling","SJA Taufel","BF Bowden","IJ Gould","BC Broad","Pakistan",NA,93,NA,"D/L",NA
247474,6,"Netherlands","Scotland","male","2006/07",2007-03-22,"ICC World Cup","19","Warner Park, Basseterre","St Kitts","Netherlands","field","WF Stelling","EAR de Silva","AL Hill","SA Bucknor","MR Benson","J Srinath","Netherlands",8,NA,NA,NA,NA
247475,6,"Canada","New Zealand","male","2006/07",2007-03-22,"ICC World Cup","18","Beausejour Stadium, Gros Islet","St Lucia","Canada","field","L Vincent","Asad Rauf","BR Doctrove","PD Parker","RE Koertzen","MJ Procter","New Zealand",NA,114,NA,NA,NA
247476,6,"India","Sri Lanka","male","2006/07",2007-03-23,"ICC World Cup","20","Queen's Park Oval, Port of Spain","Trinidad","India","field","M Muralitharan","Aleem Dar","DJ Harper","IL Howell","SJ Davis","JJ Crowe","Sri Lanka",NA,69,NA,NA,NA
247477,6,"West Indies","Ireland","male","2006/07",2007-03-23,"ICC World Cup","21","Sabina Park, Kingston","Jamaica","Ireland","bat","S Chanderpaul","BF Bowden","IJ Gould","SJA Taufel","BG Jerling","RS Mahanama","West Indies",8,NA,NA,"D/L",NA
247478,6,"Australia","South Africa","male","2006/07",2007-03-24,"ICC World Cup","22","Warner Park, Basseterre","St Kitts","South Africa","field","ML Hayden","MR Benson","SA Bucknor","EAR de Silva","AL Hill","RS Madugalle","Australia",NA,83,NA,NA,NA
247479,6,"England","Kenya","male","2006/07",2007-03-24,"ICC World Cup","23","Beausejour Stadium, Gros Islet","St Lucia","Kenya","bat","EC Joyce","RE Koertzen","PD Parker","Asad Rauf","BR Doctrove","MJ Procter","England",7,NA,NA,NA,NA
247480,6,"Bangladesh","Bermuda","male","2006/07",2007-03-25,"ICC World Cup","24","Queen's Park Oval, Port of Spain","Trinidad","Bangladesh","field","Mohammad Ashraful","SJ Davis","IL Howell","DJ Harper","Aleem Dar","AG Hurst","Bangladesh",7,NA,NA,"D/L",NA
247481,6,"West Indies","Australia","male","2006/07",2007-03-27,"ICC World Cup","25","Sir Vivian Richards Stadium, North Sound","Antigua","West Indies","field","ML Hayden","Aleem Dar","Asad Rauf","RE Koertzen","BF Bowden","BC Broad","Australia",NA,103,NA,NA,NA
247482,6,"South Africa","Sri Lanka","male","2006/07",2007-03-28,"ICC World Cup","26","Providence Stadium","Guyana","Sri Lanka","bat","CK Langeveldt","SA Bucknor","DJ Harper","SJA Taufel","MR Benson","JJ Crowe","South Africa",1,NA,NA,NA,NA
247483,6,"West Indies","New Zealand","male","2006/07",2007-03-29,"ICC World Cup","27","Sir Vivian Richards Stadium, North Sound","Antigua","New Zealand","field","JDP Oram","Asad Rauf","RE Koertzen","BF Bowden","Aleem Dar","MJ Procter","New Zealand",7,NA,NA,NA,NA
247484,6,"England","Ireland","male","2006/07",2007-03-30,"ICC World Cup","28","Providence Stadium","Guyana","England","bat","PD Collingwood","BR Doctrove","SJA Taufel","SA Bucknor","DJ Harper","RS Madugalle","England",NA,48,NA,NA,NA
247485,6,"Australia","Bangladesh","male","2006/07",2007-03-31,"ICC World Cup","29","Sir Vivian Richards Stadium, North Sound","Antigua","Australia","field","GD McGrath","Aleem Dar","BF Bowden","Asad Rauf","RE Koertzen","BC Broad","Australia",10,NA,NA,NA,NA
247486,6,"West Indies","Sri Lanka","male","2006/07",2007-04-01,"ICC World Cup","30","Providence Stadium","Guyana","West Indies","field","ST Jayasuriya","MR Benson","DJ Harper","SA Bucknor","SJA Taufel","JJ Crowe","Sri Lanka",NA,113,NA,NA,NA
247487,6,"Bangladesh","New Zealand","male","2006/07",2007-04-02,"ICC World Cup","31","Sir Vivian Richards Stadium, North Sound","Antigua","New Zealand","field","SE Bond","Aleem Dar","RE Koertzen","BF Bowden","Asad Rauf","MJ Procter","New Zealand",9,NA,NA,NA,NA
247488,6,"Ireland","South Africa","male","2006/07",2007-04-03,"ICC World Cup","32","Providence Stadium","Guyana","South Africa","field","JH Kallis","DJ Harper","SJA Taufel","BR Doctrove","MR Benson","RS Madugalle","South Africa",7,NA,NA,"D/L",NA
247489,6,"England","Sri Lanka","male","2006/07",2007-04-04,"ICC World Cup","33","Sir Vivian Richards Stadium, North Sound","Antigua","England","field","RS Bopara","Asad Rauf","BF Bowden","Aleem Dar","RE Koertzen","JJ Crowe","Sri Lanka",NA,2,NA,NA,NA
247490,6,"Bangladesh","South Africa","male","2006/07",2007-04-07,"ICC World Cup","34","Providence Stadium","Guyana","South Africa","field","Mohammad Ashraful","MR Benson","BR Doctrove","DJ Harper","SA Bucknor","BC Broad","Bangladesh",NA,67,NA,NA,NA
247491,6,"Australia","England","male","2006/07",2007-04-08,"ICC World Cup","35","Sir Vivian Richards Stadium, North Sound","Antigua","England","bat","SW Tait","BF Bowden","RE Koertzen","NA Malcolm","Asad Rauf","MJ Procter","Australia",7,NA,NA,NA,NA
247492,6,"Ireland","New Zealand","male","2006/07",2007-04-09,"ICC World Cup","36","Providence Stadium","Guyana","New Zealand","bat","PG Fulton","SA Bucknor","SJA Taufel","GE Greaves","BR Doctrove","RS Madugalle","New Zealand",NA,129,NA,NA,NA
247493,6,"West Indies","South Africa","male","2006/07",2007-04-10,"ICC World Cup","37","National Cricket Stadium, St George's","Grenada","West Indies","field","AB de Villiers","MR Benson","DJ Harper","Asad Rauf","Aleem Dar","BC Broad","South Africa",NA,67,NA,NA,NA
247494,6,"Bangladesh","England","male","2006/07",2007-04-11,"ICC World Cup","38","Kensington Oval, Bridgetown","Barbados","England","field","SI Mahmood","SA Bucknor","SJA Taufel","BF Bowden","RE Koertzen","JJ Crowe","England",4,NA,NA,NA,NA
247495,6,"New Zealand","Sri Lanka","male","2006/07",2007-04-12,"ICC World Cup","39","National Cricket Stadium, St George's","Grenada","New Zealand","bat","WPUJC Vaas","Asad Rauf","BR Doctrove","MR Benson","Aleem Dar","MJ Procter","Sri Lanka",6,NA,NA,NA,NA
247496,6,"Australia","Ireland","male","2006/07",2007-04-13,"ICC World Cup","40","Kensington Oval, Bridgetown","Barbados","Australia","field","GD McGrath","BF Bowden","RE Koertzen","SJA Taufel","SA Bucknor","RS Madugalle","Australia",9,NA,NA,NA,NA
247497,6,"New Zealand","South Africa","male","2006/07",2007-04-14,"ICC World Cup","41","National Cricket Stadium, St George's","Grenada","New Zealand","field","CD McMillan","MR Benson","DJ Harper","Asad Rauf","BR Doctrove","BC Broad","New Zealand",5,NA,NA,NA,NA
247498,6,"Bangladesh","Ireland","male","2006/07",2007-04-15,"ICC World Cup","42","Kensington Oval, Bridgetown","Barbados","Ireland","bat","WTS Porterfield","BF Bowden","SA Bucknor","RE Koertzen","SJA Taufel","JJ Crowe","Ireland",NA,74,NA,NA,NA
247499,6,"Australia","Sri Lanka","male","2006/07",2007-04-16,"ICC World Cup","43","National Cricket Stadium, St George's","Grenada","Sri Lanka","bat","NW Bracken","Aleem Dar","BR Doctrove","DJ Harper","MR Benson","MJ Procter","Australia",7,NA,NA,NA,NA
247500,6,"England","South Africa","male","2006/07",2007-04-17,"ICC World Cup","44","Kensington Oval, Bridgetown","Barbados","England","bat","AJ Hall","SA Bucknor","SJA Taufel","RE Koertzen","BF Bowden","RS Madugalle","South Africa",9,NA,NA,NA,NA
247501,6,"Ireland","Sri Lanka","male","2006/07",2007-04-18,"ICC World Cup","45","National Cricket Stadium, St George's","Grenada","Sri Lanka","field","MF Maharoof","MR Benson","BR Doctrove","Aleem Dar","DJ Harper","BC Broad","Sri Lanka",8,NA,NA,NA,NA
247502,6,"West Indies","Bangladesh","male","2006/07",2007-04-19,"ICC World Cup","46","Kensington Oval, Bridgetown","Barbados","Bangladesh","field","RR Sarwan","BF Bowden","RE Koertzen","SA Bucknor","SJA Taufel","JJ Crowe","West Indies",NA,99,NA,NA,NA
247503,6,"Australia","New Zealand","male","2006/07",2007-04-20,"ICC World Cup","47","National Cricket Stadium, St George's","Grenada","Australia","bat","ML Hayden","Aleem Dar","Asad Rauf","DJ Harper","BR Doctrove","MJ Procter","Australia",NA,215,NA,NA,NA
247504,6,"West Indies","England","male","2006/07",2007-04-21,"ICC World Cup","48","Kensington Oval, Bridgetown","Barbados","England","field","KP Pietersen","RE Koertzen","SJA Taufel","SA Bucknor","BF Bowden","RS Madugalle","England",1,NA,NA,NA,NA
247505,6,"New Zealand","Sri Lanka","male","2006/07",2007-04-24,"ICC World Cup",NA,"Sabina Park, Kingston","Jamaica","Sri Lanka","bat","DPMD Jayawardene","RE Koertzen","SJA Taufel","Asad Rauf","DJ Harper","MJ Procter","Sri Lanka",NA,81,NA,NA,NA
247506,6,"Australia","South Africa","male","2006/07",2007-04-25,"ICC World Cup",NA,"Beausejour Stadium, Gros Islet","St Lucia","South Africa","bat","GD McGrath","Aleem Dar","SA Bucknor","MR Benson","BF Bowden","JJ Crowe","Australia",7,NA,NA,NA,NA
247507,6,"Australia","Sri Lanka","male","2006/07",2007-04-28,"ICC World Cup",NA,"Kensington Oval, Bridgetown","Barbados","Australia","bat","AC Gilchrist","Aleem Dar","SA Bucknor","BF Bowden","RE Koertzen","JJ Crowe","Australia",NA,53,NA,"D/L",NA
282688,6,"Bangladesh","India","male","2007",2007-05-10,"India in Bangladesh ODI Series","1","Shere Bangla National Stadium","Mirpur","Bangladesh","bat","MS Dhoni","EAR de Silva","Nadir Shah","Syed Mahabubullah","AFM Akhtaruddin","RS Mahanama","India",5,NA,NA,NA,NA
282689,6,"Bangladesh","India","male","2007",2007-05-12,"India in Bangladesh ODI Series","2","Shere Bangla National Stadium","Mirpur","India","bat","G Gambhir","EAR de Silva","Enamul Haque","Syed Mahabubullah","AFM Akhtaruddin","RS Mahanama","India",NA,46,NA,NA,NA
289107,6,"Africa XI","Asia XI","male","2007",2007-06-06,"Afro-Asia Cup","1","M Chinnaswamy Stadium","Bangalore","Asia XI","bat","SM Pollock","AL Hill","PD Parker","SL Shastri","AM Saheba","BC Broad","Asia XI",NA,34,NA,NA,NA
289108,6,"Africa XI","Asia XI","male","2007",2007-06-09,"Afro-Asia Cup","2","MA Chidambaram Stadium, Chepauk","Chennai","Asia XI","bat","CRD Fernando","AL Hill","PD Parker","AM Saheba","SL Shastri","BC Broad","Asia XI",NA,31,NA,NA,NA
289110,6,"Africa XI","Asia XI","male","2007",2007-06-10,"Afro-Asia Cup","3","MA Chidambaram Stadium, Chepauk","Chennai","Asia XI","bat","MS Dhoni","AL Hill","PD Parker","SL Shastri","AM Saheba","BC Broad","Asia XI",NA,13,NA,NA,NA
293071,6,"Ireland","India","male","2007",2007-06-23,NA,NA,"Civil Service Cricket Club, Stormont","Belfast","India","field","G Gambhir","MR Benson","BF Bowden","M Hawthorne","Aleem Dar","AG Hurst","India",9,NA,NA,"D/L",NA
293072,6,"Ireland","South Africa","male","2007",2007-06-24,NA,NA,"Civil Service Cricket Club, Stormont","Belfast","Ireland","field","AR Cusack","Aleem Dar","BF Bowden","TC Magee","MR Benson","AG Hurst","South Africa",NA,42,NA,NA,NA
293076,6,"India","South Africa","male","2007",2007-06-26,"Future Cup","1","Civil Service Cricket Club, Stormont","Belfast","South Africa","field","JH Kallis","Aleem Dar","MR Benson","CA McElwee","BF Bowden","AG Hurst","South Africa",4,NA,NA,NA,NA
293077,6,"India","South Africa","male","2007",2007-06-29,"Future Cup","2","Civil Service Cricket Club, Stormont","Belfast","India","field","SR Tendulkar","MR Benson","BF Bowden","CA McElwee","Aleem Dar","AG Hurst","India",6,NA,NA,NA,NA
258465,6,"England","West Indies","male","2007",2007-07-01,"NatWest Series","1","Lord's","London","West Indies","field","FH Edwards","BG Jerling","NJ Llong","TE Jesty","PJ Hartley","MJ Procter","England",NA,79,NA,NA,NA
293078,6,"India","South Africa","male","2007",2007-07-01,"Future Cup","3","Civil Service Cricket Club, Stormont","Belfast","India","field","Yuvraj Singh","Aleem Dar","MR Benson","CA McElwee","BF Bowden","AG Hurst","India",6,NA,NA,NA,NA
258466,6,"England","West Indies","male","2007",2007-07-04,"NatWest Series","2","Edgbaston","Birmingham","England","field","S Chanderpaul","BG Jerling","NJ Llong","B Dudleston","NA Mallender","MJ Procter","West Indies",NA,61,NA,NA,NA
258467,6,"England","West Indies","male","2007",2007-07-07,"NatWest Series","3","Trent Bridge","Nottingham","West Indies","bat","DBL Powell","MR Benson","BG Jerling","IJ Gould","PJ Hartley","MJ Procter","West Indies",NA,93,NA,NA,NA
295785,6,"Netherlands","Scotland","male","2007",2007-07-13,"Quadrangular Series (Ireland)","4","Civil Service Cricket Club, Stormont","Belfast","Scotland","bat",NA,"DB Hair","Shahul Hameed","CA McElwee",NA,"BC Broad",NA,NA,NA,"no result",NA,NA
295788,6,"Ireland","West Indies","male","2007",2007-07-14,"Quadrangular Series (Ireland)","5","Clontarf Cricket Club Ground","Dublin","Ireland","bat",NA,"NJ Llong","AM Saheba","M Russell",NA,"RS Madugalle",NA,NA,NA,"no result",NA,NA
293481,6,"Sri Lanka","Bangladesh","male","2007",2007-07-20,"Bangladesh in Sri Lanka ODI Series","1","P Saravanamuttu Stadium","Colombo","Bangladesh","field","CRD Fernando","EAR de Silva","RE Koertzen","AG Dissanayake","TH Wijewardene","JJ Crowe","Sri Lanka",NA,70,NA,NA,NA
293482,6,"Sri Lanka","Bangladesh","male","2007",2007-07-23,"Bangladesh in Sri Lanka ODI Series","2","R Premadasa Stadium","Colombo","Sri Lanka","field","ST Jayasuriya","RE Koertzen","TH Wijewardene","ID Gunawardene","REJ Martinesz","JJ Crowe","Sri Lanka",5,NA,NA,NA,NA
293483,6,"Sri Lanka","Bangladesh","male","2007",2007-07-25,"Bangladesh in Sri Lanka ODI Series","3","R Premadasa Stadium","Colombo","Bangladesh","field","J Mubarak","EAR de Silva","RE Koertzen","MG Silva","REJ Martinesz","JJ Crowe","Sri Lanka",NA,39,NA,NA,NA
275789,6,"Scotland","India","male","2007",2007-08-16,NA,NA,"Titwood","Glasgow","India","field","G Gambhir","IJ Gould","IL Howell","BD Papworth","PK Baldwin","RS Madugalle","India",7,NA,NA,"D/L",NA
258471,6,"England","India","male","2007",2007-08-21,"NatWest Series","1","The Rose Bowl","Southampton","India","field","IR Bell","MR Benson","BR Doctrove","NJ Llong","IJ Gould","RS Mahanama","England",NA,104,NA,NA,NA
300486,6,"Zimbabwe","South Africa","male","2007",2007-08-22,"South Africa in Zimbabwe ODI Series","1","Queens Sports Club","Bulawayo","Zimbabwe","bat","GB Brent","SJ Davis","RB Tiffin",NA,"ID Robinson","J Srinath","South Africa",5,NA,NA,NA,NA
258472,6,"England","India","male","2007",2007-08-24,"NatWest Series","2","County Ground","Bristol","India","bat","R Dravid","BR Doctrove","IJ Gould","PJ Hartley","NJ Llong","RS Mahanama","India",NA,9,NA,NA,NA
300487,6,"Zimbabwe","South Africa","male","2007",2007-08-25,"South Africa in Zimbabwe ODI Series","2","Harare Sports Club",NA,"South Africa","field","HH Gibbs","SJ Davis","RB Tiffin","TJ Tapfumaneyi","KC Barbour","J Srinath","South Africa",8,NA,NA,NA,NA
300488,6,"Zimbabwe","South Africa","male","2007",2007-08-26,"South Africa in Zimbabwe ODI Series","3","Harare Sports Club",NA,"South Africa","bat","AB de Villiers","KC Barbour","SJ Davis","TJ Matibiri","ID Robinson","J Srinath","South Africa",NA,28,NA,NA,NA
258473,6,"England","India","male","2007",2007-08-27,"NatWest Series","3","Edgbaston","Birmingham","India","field","IR Bell","MR Benson","BR Doctrove","NJ Llong","PJ Hartley","RS Mahanama","England",NA,42,NA,NA,NA
258474,6,"England","India","male","2007",2007-08-30,"NatWest Series","4","Old Trafford","Manchester","India","bat","SCJ Broad","Aleem Dar","IJ Gould","PJ Hartley","MR Benson","RS Mahanama","England",3,NA,NA,NA,NA
258475,6,"England","India","male","2007",2007-09-02,"NatWest Series","5","Headingley","Leeds","England","field","SC Ganguly","Aleem Dar","NJ Llong","PJ Hartley","IJ Gould","RS Mahanama","India",NA,38,NA,"D/L",NA
258476,6,"England","India","male","2007",2007-09-05,"NatWest Series","6","Kennington Oval","London","England","bat","SR Tendulkar","Aleem Dar","PJ Hartley","JH Evans","IJ Gould","RS Mahanama","India",2,NA,NA,NA,NA
258477,6,"England","India","male","2007",2007-09-08,"NatWest Series","7","Lord's","London","India","bat","KP Pietersen","Aleem Dar","IJ Gould","RJ Bailey","PJ Hartley","RS Mahanama","England",7,NA,NA,NA,NA
297793,6,"India","Australia","male","2007/08",2007-09-29,"Australia in India ODI Series","1","M Chinnaswamy Stadium","Bangalore","Australia","bat",NA,"SA Bucknor","SL Shastri","S Asnani","AM Saheba","BC Broad",NA,NA,NA,"no result",NA,NA
291217,6,"Sri Lanka","England","male","2007/08",2007-10-01,"England in Sri Lanka ODI Series","1","Rangiri Dambulla International Stadium",NA,"Sri Lanka","bat","MF Maharoof","EAR de Silva","RE Koertzen","ID Gunawardene","TH Wijewardene","J Srinath","Sri Lanka",NA,119,NA,NA,NA
297794,6,"India","Australia","male","2007/08",2007-10-02,"Australia in India ODI Series","2","Nehru Stadium","Kochi","India","field","BJ Haddin","SA Bucknor","SL Shastri","SK Tarapore","GA Pratapkumar","BC Broad","Australia",NA,84,NA,NA,NA
291218,6,"Sri Lanka","England","male","2007/08",2007-10-04,"England in Sri Lanka ODI Series","2","Rangiri Dambulla International Stadium",NA,"England","bat","OA Shah","RE Koertzen","TH Wijewardene","AG Dissanayake","MG Silva","J Srinath","England",NA,65,NA,NA,NA
297795,6,"India","Australia","male","2007/08",2007-10-05,"Australia in India ODI Series","3","Rajiv Gandhi International Stadium, Uppal","Hyderabad","Australia","bat","A Symonds","SA Bucknor","SL Shastri","SN Bandekar","GA Pratapkumar","BC Broad","Australia",NA,47,NA,NA,NA
297796,6,"India","Australia","male","2007/08",2007-10-08,"Australia in India ODI Series","4","Sector 16 Stadium","Chandigarh","India","bat","MS Dhoni","SA Bucknor","SL Shastri","SD Ranade","GA Pratapkumar","BC Broad","India",NA,8,NA,NA,NA
291220,6,"Sri Lanka","England","male","2007/08",2007-10-10,"England in Sri Lanka ODI Series","4","R Premadasa Stadium","Colombo","Sri Lanka","bat","AN Cook","RE Koertzen","TH Wijewardene","RD Kottahachchi","EAR de Silva","J Srinath","England",5,NA,NA,NA,NA
297797,6,"India","Australia","male","2007/08",2007-10-11,"Australia in India ODI Series","5","Reliance Stadium","Vadodara","India","bat","MG Johnson","Aleem Dar","AM Saheba","SD Ranade","SL Shastri","BC Broad","Australia",9,NA,NA,NA,NA
