"striker","start_date","batting_team","bowling_team","innings","RunsScored","BallsFaced","Fours","Sixes","StrikeRate","NotOut","event","season","match_id","venue","city","team1","team2","toss_winner","toss_decision","player_of_match","winner","winner_wickets","winner_runs"
"L Wolvaardt",2023-03-16,"Gujarat Giants","Delhi Capitals",1,57,45,6,1,126.666666666667,FALSE,"Women's Premier League","2022/23",1358942,"Brabourne Stadium, Mumbai","Mumbai","Gujarat Giants","Delhi Capitals","Delhi Capitals","field","A Gardner","Gujarat Giants",NA,"11"
"YH Bhatia",2024-02-23,"Mumbai Indians","Delhi Capitals",2,57,45,8,2,126.666666666667,FALSE,"Women's Premier League","2023/24",1417716,"M Chinnaswamy Stadium, Bengaluru","Bengaluru","Delhi Capitals","Mumbai Indians","Mumbai Indians","field","H Kaur","Mumbai Indians","4",NA
"TM McGrath",2023-03-20,"UP Warriorz","Gujarat Giants",2,57,38,11,0,150,FALSE,"Women's Premier League","2022/23",1358945,"Brabourne Stadium, Mumbai","Mumbai","Gujarat Giants","UP Warriorz","Gujarat Giants","bat","GM Harris","UP Warriorz","3",NA
"D Hemalatha",2023-03-20,"Gujarat Giants","UP Warriorz",1,57,33,6,3,172.727272727273,FALSE,"Women's Premier League","2022/23",1358945,"Brabourne Stadium, Mumbai","Mumbai","Gujarat Giants","UP Warriorz","Gujarat Giants","bat","GM Harris","UP Warriorz","3",NA
"KP Navgire",2024-02-28,"UP Warriorz","Mumbai Indians",2,57,31,6,4,183.870967741935,FALSE,"Women's Premier League","2023/24",1417721,"M Chinnaswamy Stadium, Bengaluru","Bengaluru","Mumbai Indians","UP Warriorz","UP Warriorz","field","KP Navgire","UP Warriorz","7",NA
"HK Matthews",2024-02-28,"Mumbai Indians","UP Warriorz",1,55,47,9,1,117.021276595745,FALSE,"Women's Premier League","2023/24",1417721,"M Chinnaswamy Stadium, Bengaluru","Bengaluru","Mumbai Indians","UP Warriorz","UP Warriorz","field","KP Navgire","UP Warriorz","7",NA
"MM Lanning",2024-03-03,"Delhi Capitals","Gujarat Giants",1,55,41,6,1,134.146341463415,FALSE,"Women's Premier League","2023/24",1417725,"M Chinnaswamy Stadium, Bengaluru","Bengaluru","Delhi Capitals","Gujarat Giants","Gujarat Giants","field","JL Jonassen","Delhi Capitals",NA,"25"
"AJ Healy",2024-03-04,"UP Warriorz","Royal Challengers Bangalore",2,55,38,7,3,144.736842105263,FALSE,"Women's Premier League","2023/24",1417726,"M Chinnaswamy Stadium, Bengaluru","Bengaluru","Royal Challengers Bangalore","UP Warriorz","UP Warriorz","field","S Mandhana","Royal Challengers Bangalore",NA,"23"
"H Kaur",2024-02-23,"Mumbai Indians","Delhi Capitals",2,55,34,7,1,161.764705882353,FALSE,"Women's Premier League","2023/24",1417716,"M Chinnaswamy Stadium, Bengaluru","Bengaluru","Delhi Capitals","Mumbai Indians","Mumbai Indians","field","H Kaur","Mumbai Indians","4",NA
"NR Sciver-Brunt",2023-03-06,"Mumbai Indians","Royal Challengers Bangalore",2,55,29,9,1,189.655172413793,TRUE,"Women's Premier League","2022/23",1358932,"Brabourne Stadium, Mumbai","Mumbai","Royal Challengers Bangalore","Mumbai Indians","Royal Challengers Bangalore","bat","HK Matthews","Mumbai Indians","9",NA
"S Meghana",2024-02-24,"Royal Challengers Bangalore","UP Warriorz",1,53,44,7,1,120.454545454545,FALSE,"Women's Premier League","2023/24",1417717,"M Chinnaswamy Stadium, Bengaluru","Bengaluru","Royal Challengers Bangalore","UP Warriorz","UP Warriorz","field","S Asha","Royal Challengers Bangalore",NA,"2"
"KP Navgire",2023-03-05,"UP Warriorz","Gujarat Giants",2,53,43,5,2,123.255813953488,FALSE,"Women's Premier League","2022/23",1358931,"Dr DY Patil Sports Academy, Mumbai","Navi Mumbai","Gujarat Giants","UP Warriorz","Gujarat Giants","bat","GM Harris","UP Warriorz","3",NA
"MM Lanning",2024-03-05,"Delhi Capitals","Mumbai Indians",1,53,38,6,2,139.473684210526,FALSE,"Women's Premier League","2023/24",1417727,"Arun Jaitley Stadium, Delhi","Delhi","Delhi Capitals","Mumbai Indians","Mumbai Indians","field","JI Rodrigues","Delhi Capitals",NA,"29"
"DB Sharma",2024-03-07,"UP Warriorz","Mumbai Indians",2,53,36,6,2,147.222222222222,TRUE,"Women's Premier League","2023/24",1417729,"Arun Jaitley Stadium, Delhi","Delhi","Mumbai Indians","UP Warriorz","Mumbai Indians","bat","NR Sciver-Brunt","Mumbai Indians",NA,"42"
"H Kaur",2023-03-12,"Mumbai Indians","UP Warriorz",2,53,33,9,1,160.606060606061,TRUE,"Women's Premier League","2022/23",1358938,"Brabourne Stadium, Mumbai","Mumbai","UP Warriorz","Mumbai Indians","UP Warriorz","bat","H Kaur","Mumbai Indians","8",NA
"EA Perry",2023-03-10,"Royal Challengers Bangalore","UP Warriorz",1,52,39,6,1,133.333333333333,FALSE,"Women's Premier League","2022/23",1358936,"Brabourne Stadium, Mumbai","Mumbai","Royal Challengers Bangalore","UP Warriorz","Royal Challengers Bangalore","bat","AJ Healy","UP Warriorz","10",NA
"MM Lanning",2024-02-26,"Delhi Capitals","UP Warriorz",2,51,43,6,0,118.604651162791,FALSE,"Women's Premier League","2023/24",1417719,"M Chinnaswamy Stadium, Bengaluru","Bengaluru","UP Warriorz","Delhi Capitals","Delhi Capitals","field","M Kapp","Delhi Capitals","9",NA
