"bowler","start_date","batting_team","bowling_team","innings","Overs","Maidens","Runs","Wickets","Economy","DotBalls","event","season","match_id","venue","city","team1","team2","toss_winner","toss_decision","player_of_match","winner","winner_wickets","winner_runs"
"K Arua",2017-02-07,"Bangladesh","Papua New Guinea",1,"6.0",0,37,0,6.16666666666667,17,"ICC Women's World Cup Qualifier","2016/17","1073404","Colombo Cricket Club Ground",NA,"Bangladesh","Papua New Guinea","Bangladesh","bat",NA,"Bangladesh",NA,"118"
"KL Cross",2024-07-07,"South East Stars","Thunder",1,"6.0",0,37,0,6.16666666666667,22,"Rachael Heyhoe Flint Trophy","2024","1427837","Whitegate Park, Blackpool","Blackpool","South East Stars","Thunder","South East Stars","bat",NA,"South East Stars",NA,"82"
"KL Midwood",2020-08-29,"Southern Vipers","Sunrisers",2,"7.0",0,37,0,5.28571428571429,18,"Rachael Heyhoe Flint Trophy","2020","1229326","County Ground, Chelmsford","Chelmsford","Sunrisers","Southern Vipers","Southern Vipers","field",NA,"Southern Vipers","7",NA
"N Harvey",2023-09-10,"Northern Diamonds","Western Storm",1,"7.0",0,37,0,5.28571428571429,19,"Rachael Heyhoe Flint Trophy","2023","1347450","The Cooper Associates County Ground, Taunton","Taunton","Northern Diamonds","Western Storm","Western Storm","field",NA,"Northern Diamonds",NA,"31"
"TG Norris",2023-07-07,"Southern Vipers","Thunder",1,"7.0",1,37,0,5.28571428571429,25,"Rachael Heyhoe Flint Trophy","2023","1347429","Trafalgar Road Ground, Southport","Southport","Southern Vipers","Thunder","Southern Vipers","bat",NA,NA,NA,NA
"C Skelton",2023-09-10,"Northern Diamonds","Western Storm",1,"6.0",1,38,0,6.33333333333333,16,"Rachael Heyhoe Flint Trophy","2023","1347450","The Cooper Associates County Ground, Taunton","Taunton","Northern Diamonds","Western Storm","Western Storm","field",NA,"Northern Diamonds",NA,"31"
"C Skelton",2023-09-13,"Central Sparks","Western Storm",2,"10.0",0,38,0,3.8,32,"Rachael Heyhoe Flint Trophy","2023","1347454","The Cooper Associates County Ground, Taunton","Taunton","Western Storm","Central Sparks","Central Sparks","field",NA,"Central Sparks","7",NA
"CM Taylor",2022-09-17,"Northern Diamonds","Southern Vipers",2,"5.0",0,38,0,7.6,11,"Rachael Heyhoe Flint Trophy","2022","1297952","Headingley, Leeds","Leeds","Southern Vipers","Northern Diamonds","Southern Vipers","bat",NA,"Northern Diamonds","4",NA
"D Gregory",2022-09-11,"Central Sparks","South East Stars",2,"10.0",1,38,0,3.8,36,"Rachael Heyhoe Flint Trophy","2022","1297948","Kent County Cricket Ground, Beckenham","Beckenham","South East Stars","Central Sparks","Central Sparks","field",NA,"South East Stars",NA,"59"
"DJS Dottin",2022-07-03,"Northern Diamonds","Thunder",2,"6.0",0,38,0,6.33333333333333,19,"Rachael Heyhoe Flint Trophy","2022","1297930","Rookwood, Sale","Sale","Thunder","Northern Diamonds","Thunder","bat",NA,"Northern Diamonds","6",NA
"EA Burns",2024-07-07,"Western Storm","Northern Diamonds",1,"6.0",0,38,0,6.33333333333333,10,"Rachael Heyhoe Flint Trophy","2024","1427835","College Ground, Cheltenham","Cheltenham","Western Storm","Northern Diamonds","Northern Diamonds","field",NA,"Northern Diamonds","6",NA
"EL Lamb",2022-07-03,"Northern Diamonds","Thunder",2,"4.0",0,38,0,9.5,7,"Rachael Heyhoe Flint Trophy","2022","1297930","Rookwood, Sale","Sale","Thunder","Northern Diamonds","Thunder","bat",NA,"Northern Diamonds","6",NA
"HE Jones",2022-09-11,"Southern Vipers","Thunder",2,"10.0",0,38,0,3.8,40,"Rachael Heyhoe Flint Trophy","2022","1297947","The Rose Bowl, Southampton","Southampton","Thunder","Southern Vipers","Thunder","bat",NA,"Southern Vipers","4",NA
"HJ Armitage",2023-09-05,"Southern Vipers","Northern Diamonds",1,"6.0",0,38,0,6.33333333333333,18,"Rachael Heyhoe Flint Trophy","2023","1347446","Roseworth Terrace, Gosforth","Gosforth","Southern Vipers","Northern Diamonds","Southern Vipers","bat",NA,"Southern Vipers",NA,"3"
"HL Fenby",2020-09-10,"Thunder","Northern Diamonds",2,"5.0",0,38,0,7.6,16,"Rachael Heyhoe Flint Trophy","2020","1229338","Aigburth, Liverpool","Liverpool","Northern Diamonds","Thunder","Thunder","field",NA,"Northern Diamonds",NA,"73"
"IECM Wong",2024-05-04,"Northern Diamonds","Central Sparks",1,"6.0",0,38,0,6.33333333333333,22,"Rachael Heyhoe Flint Trophy","2024","1427822","Edgbaston, Birmingham","Birmingham","Northern Diamonds","Central Sparks","Northern Diamonds","bat",NA,"Northern Diamonds",NA,"1"
"IECM Wong",2024-07-07,"Northern Diamonds","Western Storm",2,"5.0",0,38,0,7.6,13,"Rachael Heyhoe Flint Trophy","2024","1427835","College Ground, Cheltenham","Cheltenham","Western Storm","Northern Diamonds","Northern Diamonds","field",NA,"Northern Diamonds","6",NA
"J Gardner",2020-08-29,"Southern Vipers","Sunrisers",2,"4.0",0,38,0,9.5,11,"Rachael Heyhoe Flint Trophy","2020","1229326","County Ground, Chelmsford","Chelmsford","Sunrisers","Southern Vipers","Southern Vipers","field",NA,"Southern Vipers","7",NA
"K Moore",2023-09-05,"Thunder","South East Stars",2,"5.5",0,38,0,6.51428571428571,18,"Rachael Heyhoe Flint Trophy","2023","1347443","Woodbridge Road, Guildford","Guildford","South East Stars","Thunder","South East Stars","bat",NA,"Thunder","6",NA
"KE Bryce",2022-07-09,"Thunder","Lightning",1,"10.0",1,38,0,3.8,32,"Rachael Heyhoe Flint Trophy","2022","1297933","Haslegrave Ground, Loughborough","Loughborough","Thunder","Lightning","Thunder","bat",NA,"Lightning","5",NA
